ID,Level,col3,col4,col5,col6,col7,col8
583,3845.351,1,0,3,f,2,a3Piu
584,3832.2618,3,1,2,e,2,a3Piu
585,3847.8741,3,1,3,e,2,a3Piu
586,3816.4814,5,2,1,f,2,a3Piu
587,3838.4174,5,2,2,f,2,a3Piu
588,3856.6942,5,2,3,f,2,a3Piu
589,3824.7035,7,3,1,e,2,a3Piu
590,3847.443,7,3,2,e,2,a3Piu
591,3866.7487,7,3,3,e,2,a3Piu
592,3835.7691,9,4,1,f,2,a3Piu
593,3860.091,9,4,2,f,2,a3Piu
594,3882.5319,9,4,3,f,2,a3Piu
595,3849.7168,11,5,1,e,2,a3Piu
596,3875.3671,11,5,2,e,2,a3Piu
597,3899.7016,11,5,3,e,2,a3Piu
598,3866.6394,13,6,1,f,2,a3Piu
599,3894.593,13,6,2,f,2,a3Piu
600,3922.1139,13,6,3,f,2,a3Piu
601,3886.5261,15,7,1,e,2,a3Piu
602,3916.2026,15,7,2,e,2,a3Piu
603,3946.0985,15,7,3,e,2,a3Piu
604,3909.4908,17,8,1,f,2,a3Piu
605,3941.9609,17,8,2,f,2,a3Piu
606,3974.984,17,8,3,f,2,a3Piu
607,3935.4708,19,9,1,e,2,a3Piu
608,3969.9125,19,9,2,e,2,a3Piu
609,4005.6127,19,9,3,e,2,a3Piu
610,3964.5894,21,10,1,f,2,a3Piu
611,4002.1482,21,10,2,f,2,a3Piu
612,4040.8947,21,10,3,f,2,a3Piu
613,3996.7604,23,11,1,e,2,a3Piu
614,4036.43,23,11,2,e,2,a3Piu
615,4078.0701,23,11,3,e,2,a3Piu
616,4032.0922,25,12,1,f,2,a3Piu
617,4075.1041,25,12,2,f,2,a3Piu
618,4119.7045,25,12,3,f,2,a3Piu
619,4070.5132,27,13,1,e,2,a3Piu
620,4115.7007,27,13,2,e,2,a3Piu
621,4163.3677,27,13,3,e,2,a3Piu
622,4112.0861,29,14,1,f,2,a3Piu
623,4160.7874,29,14,2,f,2,a3Piu
624,4211.3247,29,14,3,f,2,a3Piu
625,4156.7926,31,15,1,e,2,a3Piu
626,4207.6832,31,15,2,e,2,a3Piu
627,4261.437,31,15,3,e,2,a3Piu
628,4204.6168,33,16,1,f,2,a3Piu
629,4259.1649,33,16,2,f,2,a3Piu
630,4315.693,33,16,3,f,2,a3Piu
631,4255.6296,35,17,1,e,2,a3Piu
632,4312.3437,35,17,2,e,2,a3Piu
633,4372.2269,35,17,3,e,2,a3Piu
634,4309.7046,37,18,1,f,2,a3Piu
635,4370.2068,37,18,2,f,2,a3Piu
636,4432.761,37,18,3,f,2,a3Piu
637,4367.0353,39,19,1,e,2,a3Piu
638,4429.6522,39,19,2,e,2,a3Piu
639,4495.6949,39,19,3,e,2,a3Piu
640,4427.3541,41,20,1,f,2,a3Piu
641,4493.8851,41,20,2,f,2,a3Piu
642,4562.4872,41,20,3,f,2,a3Piu
643,4491.0081,43,21,1,e,2,a3Piu
644,4559.5796,43,21,2,e,2,a3Piu
645,4631.8031,43,21,3,e,2,a3Piu
646,4557.5594,45,22,1,f,2,a3Piu
647,4630.1714,45,22,2,f,2,a3Piu
648,4704.8335,45,22,3,f,2,a3Piu
649,4627.5374,47,23,1,e,2,a3Piu
650,4702.0966,47,23,2,e,2,a3Piu
651,4780.5151,47,23,3,e,2,a3Piu
652,4700.3067,49,24,1,f,2,a3Piu
653,4779.0363,49,24,2,f,2,a3Piu
654,4859.763,49,24,3,f,2,a3Piu
655,4776.6063,51,25,1,e,2,a3Piu
656,4857.1728,51,25,2,e,2,a3Piu
657,4941.7948,51,25,3,e,2,a3Piu
658,4855.5764,53,26,1,f,2,a3Piu
659,4940.4488,53,26,2,f,2,a3Piu
660,5027.239,53,26,3,f,2,a3Piu
661,4938.1923,55,27,1,e,2,a3Piu
662,5024.7759,55,27,2,e,2,a3Piu
663,5115.6055,55,27,3,e,2,a3Piu
664,5023.3445,57,28,1,f,2,a3Piu
665,5114.3762,57,28,2,f,2,a3Piu
666,5207.2236,57,28,3,f,2,a3Piu
667,5112.2691,59,29,1,e,2,a3Piu
668,5204.8718,59,29,2,e,2,a3Piu
669,5301.9094,59,29,3,e,2,a3Piu
670,5203.5825,61,30,1,f,2,a3Piu
671,5300.7833,61,30,2,f,2,a3Piu
672,5399.6781,61,30,3,f,2,a3Piu
673,5298.8064,63,31,1,e,2,a3Piu
674,5397.4244,63,31,2,e,2,a3Piu
675,5500.6671,63,31,3,e,2,a3Piu
676,5396.2587,65,32,1,f,2,a3Piu
677,5499.6329,65,32,2,f,2,a3Piu
678,5604.5617,65,32,3,f,2,a3Piu
679,5497.7705,67,33,1,e,2,a3Piu
680,5602.3953,67,33,2,e,2,a3Piu
681,5711.8371,67,33,3,e,2,a3Piu
682,5601.3379,69,34,1,f,2,a3Piu
683,5710.8857,69,34,2,f,2,a3Piu
684,5821.8321,69,34,3,f,2,a3Piu
685,5709.1247,71,35,1,e,2,a3Piu
686,5819.7436,71,35,2,e,2,a3Piu
687,5935.3762,71,35,3,e,2,a3Piu
688,5818.782,73,36,1,f,2,a3Piu
689,5934.4996,73,36,2,f,2,a3Piu
690,6051.4448,73,36,3,f,2,a3Piu
691,5932.8292,75,37,1,e,2,a3Piu
692,6049.4263,75,37,2,e,2,a3Piu
693,6171.2391,75,37,3,e,2,a3Piu
694,6048.5498,77,38,1,f,2,a3Piu
695,6170.4304,77,38,2,f,2,a3Piu
696,6293.3532,77,38,3,f,2,a3Piu
697,6168.8416,79,39,1,e,2,a3Piu
698,6291.3979,79,39,2,e,2,a3Piu
699,6419.378,79,39,3,e,2,a3Piu
700,6290.5976,81,40,1,f,2,a3Piu
701,6418.6315,81,40,2,f,2,a3Piu
702,6547.5083,81,40,3,f,2,a3Piu
703,6417.1164,83,41,1,e,2,a3Piu
704,6545.6104,83,41,2,e,2,a3Piu
705,6679.7432,83,41,3,e,2,a3Piu
706,6544.8788,85,42,1,f,2,a3Piu
707,6679.0538,85,42,2,f,2,a3Piu
708,6813.8592,85,42,3,f,2,a3Piu
709,6677.6058,87,43,1,e,2,a3Piu
710,6812.0136,87,43,2,e,2,a3Piu
711,6952.2824,87,43,3,e,2,a3Piu
712,6811.3439,89,44,1,f,2,a3Piu
713,6951.6456,89,44,2,f,2,a3Piu
714,7092.3524,89,44,3,f,2,a3Piu
715,6950.259,91,45,1,e,2,a3Piu
716,7090.5545,91,45,2,e,2,a3Piu
717,7236.9412,91,45,3,e,2,a3Piu
718,7089.9412,93,46,1,f,2,a3Piu
719,7236.3531,93,46,2,f,2,a3Piu
720,7382.9321,93,46,3,f,2,a3Piu
721,7235.0229,95,47,1,e,2,a3Piu
722,7381.1781,95,47,2,e,2,a3Piu
723,7533.6625,95,47,3,e,2,a3Piu
724,7380.6162,97,48,1,f,2,a3Piu
725,7533.1197,97,48,2,f,2,a3Piu
726,7685.5402,97,48,3,f,2,a3Piu
727,7531.8416,99,49,1,e,2,a3Piu
728,7683.8266,99,49,2,e,2,a3Piu
729,7842.3871,99,49,3,e,2,a3Piu
730,7683.3116,101,50,1,f,2,a3Piu
731,7841.8866,101,50,2,f,2,a3Piu
732,8000.1161,101,50,3,f,2,a3Piu
733,7840.6567,103,51,1,e,2,a3Piu
734,7998.4397,103,51,2,e,2,a3Piu
735,8163.0533,103,51,3,e,2,a3Piu
736,7997.968,105,52,1,f,2,a3Piu
737,8162.5923,105,52,2,f,2,a3Piu
738,8326.5969,105,52,3,f,2,a3Piu
739,8161.4072,107,53,1,e,2,a3Piu
740,8324.9551,107,53,2,e,2,a3Piu
741,8495.5969,107,53,3,e,2,a3Piu
742,8324.5231,109,54,1,f,2,a3Piu
743,8495.173,109,54,2,f,2,a3Piu
744,8664.9172,109,54,3,f,2,a3Piu
745,8494.0298,111,55,1,e,2,a3Piu
746,8663.3074,111,55,2,e,2,a3Piu
747,8839.9514,111,55,3,e,2,a3Piu
748,8662.9122,113,56,1,f,2,a3Piu
749,8839.5624,113,56,2,f,2,a3Piu
750,9015.0092,113,56,3,f,2,a3Piu
751,8838.4583,115,57,1,e,2,a3Piu
752,9013.4292,115,57,2,e,2,a3Piu
753,9196.0478,115,57,3,e,2,a3Piu
754,9013.068,117,58,1,f,2,a3Piu
755,9195.6917,117,58,2,f,2,a3Piu
756,9376.8027,117,58,3,f,2,a3Piu
757,9194.6244,119,59,1,e,2,a3Piu
758,9375.2504,119,59,2,e,2,a3Piu
759,9563.8146,119,59,3,e,2,a3Piu
760,9374.9208,121,60,1,f,2,a3Piu
761,9563.4896,121,60,2,f,2,a3Piu
762,9750.2249,121,60,3,f,2,a3Piu
763,9562.4569,123,61,1,e,2,a3Piu
764,9748.6985,123,61,2,e,2,a3Piu
765,9943.1779,123,61,3,e,2,a3Piu
766,9748.3984,125,62,1,f,2,a3Piu
767,9942.8825,125,62,2,f,2,a3Piu
768,10135.2007,125,62,3,f,2,a3Piu
769,9941.8824,127,63,1,e,2,a3Piu
770,10133.6986,127,63,2,e,2,a3Piu
771,10334.0614,127,63,3,e,2,a3Piu
772,10133.4259,129,64,1,f,2,a3Piu
773,10333.794,129,64,2,f,2,a3Piu
774,10531.6526,129,64,3,f,2,a3Piu
775,10332.8248,131,65,1,e,2,a3Piu
776,10530.1732,131,65,2,e,2,a3Piu
777,10736.3862,131,65,3,e,2,a3Piu
778,10529.9262,133,66,1,f,2,a3Piu
779,10736.1455,133,66,2,f,2,a3Piu
780,10939.5004,133,66,3,f,2,a3Piu
781,10735.2055,135,67,1,e,2,a3Piu
782,10938.0424,135,67,2,e,2,a3Piu
783,11150.0711,135,67,3,e,2,a3Piu
784,10937.8193,137,68,1,f,2,a3Piu
785,11149.8558,137,68,2,f,2,a3Piu
786,11358.6616,137,68,3,f,2,a3Piu
787,11148.9437,139,69,1,e,2,a3Piu
788,11357.2237,139,69,2,e,2,a3Piu
789,11575.0322,139,69,3,e,2,a3Piu
790,11357.0232,141,70,1,f,2,a3Piu
791,11574.8413,141,70,2,f,2,a3Piu
792,11789.0513,141,70,3,f,2,a3Piu
793,11573.9557,143,71,1,e,2,a3Piu
794,11787.6323,143,71,2,e,2,a3Piu
795,12011.1836,143,71,3,e,2,a3Piu
796,11787.4529,145,72,1,f,2,a3Piu
797,12011.0159,145,72,2,f,2,a3Piu
798,12230.582,145,72,3,f,2,a3Piu
799,12010.1555,147,73,1,e,2,a3Piu
800,12229.1809,147,73,2,e,2,a3Piu
801,12458.4363,147,73,3,e,2,a3Piu
802,12229.0214,149,74,1,f,2,a3Piu
803,12458.291,149,74,2,f,2,a3Piu
804,12683.1638,149,74,3,f,2,a3Piu
805,12457.4548,151,75,1,e,2,a3Piu
806,12681.7795,151,75,2,e,2,a3Piu
807,12916.6994,151,75,3,e,2,a3Piu
808,12681.6388,153,76,1,f,2,a3Piu
809,12916.5755,153,76,2,f,2,a3Piu
810,13146.7043,153,76,3,f,2,a3Piu
811,12915.7624,155,77,1,e,2,a3Piu
812,13145.3359,155,77,2,e,2,a3Piu
813,13385.8792,155,77,3,e,2,a3Piu
814,13145.213,157,78,1,f,2,a3Piu
815,13385.7759,157,78,2,f,2,a3Piu
816,13621.1087,157,78,3,f,2,a3Piu
817,13384.9849,159,79,1,e,2,a3Piu
818,13619.7554,159,79,2,e,2,a3Piu
819,13865.8796,159,79,3,e,2,a3Piu
820,13619.6491,161,80,1,f,2,a3Piu
821,13865.7962,161,80,2,f,2,a3Piu
822,14106.2797,161,80,3,f,2,a3Piu
823,13865.0264,163,81,1,e,2,a3Piu
824,14104.9406,163,81,2,e,2,a3Piu
825,14356.602,163,81,3,e,2,a3Piu
826,14104.8501,165,82,1,f,2,a3Piu
827,14356.5377,165,82,2,f,2,a3Piu
828,14602.1173,165,82,3,f,2,a3Piu
829,14355.7884,167,83,1,e,2,a3Piu
830,14600.7918,167,83,2,e,2,a3Piu
831,14857.9455,167,83,3,e,2,a3Piu
832,14600.7163,169,84,1,f,2,a3Piu
833,14857.8997,169,84,2,f,2,a3Piu
834,15108.5195,169,84,3,f,2,a3Piu
835,14857.17,171,85,1,e,2,a3Piu
836,15107.2068,171,85,2,e,2,a3Piu
837,15369.8065,171,85,3,e,2,a3Piu
838,15107.1455,173,86,1,f,2,a3Piu
839,15369.7786,173,86,2,f,2,a3Piu
840,15625.3814,173,86,3,f,2,a3Piu
841,15369.0679,175,87,1,e,2,a3Piu
842,15624.0809,175,87,2,e,2,a3Piu
843,15892.0791,175,87,3,e,2,a3Piu
844,15624.0331,177,88,1,f,2,a3Piu
845,15892.0685,177,88,2,f,2,a3Piu
846,16152.5958,177,88,3,f,2,a3Piu
847,15891.3761,179,89,1,e,2,a3Piu
848,16151.307,179,89,2,e,2,a3Piu
849,16424.6548,179,89,3,e,2,a3Piu
850,16151.272,181,90,1,f,2,a3Piu
851,16424.6609,181,90,2,f,2,a3Piu
852,16690.0531,181,90,3,f,2,a3Piu
853,16423.9863,183,91,1,e,2,a3Piu
854,16688.7753,183,91,2,e,2,a3Piu
855,16967.4228,183,91,3,e,2,a3Piu
856,16688.7525,185,92,1,f,2,a3Piu
857,16967.4451,185,92,2,f,2,a3Piu
858,17237.6411,185,92,3,f,2,a3Piu
859,16966.7876,187,93,1,e,2,a3Piu
860,17236.3738,187,93,2,e,2,a3Piu
861,17520.2695,187,93,3,e,2,a3Piu
862,17236.3625,189,94,1,f,2,a3Piu
863,17520.3076,189,94,2,f,2,a3Piu
864,17795.2451,189,94,3,f,2,a3Piu
865,17519.6666,191,95,1,e,2,a3Piu
866,17793.9878,191,95,2,e,2,a3Piu
867,18083.0792,191,95,3,e,2,a3Piu
868,17793.9876,193,96,1,f,2,a3Piu
869,18083.1326,193,96,2,f,2,a3Piu
870,18362.7481,193,96,3,f,2,a3Piu
871,18082.5077,195,97,1,e,2,a3Piu
872,18361.5003,195,97,2,e,2,a3Piu
873,18655.7334,195,97,3,e,2,a3Piu
874,5416.6543,1,0,3,f,3,a3Piu
875,5403.5238,3,1,2,e,3,a3Piu
876,5419.0936,3,1,3,e,3,a3Piu
877,5387.8173,5,2,1,f,3,a3Piu
878,5409.6209,5,2,2,f,3,a3Piu
879,5427.8626,5,2,3,f,3,a3Piu
880,5395.9584,7,3,1,e,3,a3Piu
881,5418.559,7,3,2,e,3,a3Piu
882,5437.7485,7,3,3,e,3,a3Piu
883,5406.9136,9,4,1,f,3,a3Piu
884,5431.0791,9,4,2,f,3,a3Piu
885,5453.4074,9,4,3,f,3,a3Piu
886,5420.7219,11,5,1,e,3,a3Piu
887,5446.1992,11,5,2,e,3,a3Piu
888,5470.3351,11,5,3,e,3,a3Piu
889,5437.4723,13,6,1,f,3,a3Piu
890,5465.2262,13,6,2,f,3,a3Piu
891,5492.5564,13,6,3,f,3,a3Piu
892,5457.1577,15,7,1,e,3,a3Piu
893,5486.6108,15,7,2,e,3,a3Piu
894,5516.2292,15,7,3,e,3,a3Piu
895,5479.8849,17,8,1,f,3,a3Piu
896,5512.1008,17,8,2,f,3,a3Piu
897,5544.8593,17,8,3,f,3,a3Piu
898,5505.6002,19,9,1,e,3,a3Piu
899,5539.7596,19,9,2,e,3,a3Piu
900,5575.1066,19,9,3,e,3,a3Piu
901,5534.4144,21,10,1,f,3,a3Piu
902,5571.6583,21,10,2,f,3,a3Piu
903,5610.0697,21,10,3,f,3,a3Piu
904,5566.2561,23,11,1,e,3,a3Piu
905,5605.5806,23,11,2,e,3,a3Piu
906,5646.7939,23,11,3,e,3,a3Piu
907,5601.2159,25,12,1,f,3,a3Piu
908,5643.8493,25,12,2,f,3,a3Piu
909,5688.0465,25,12,3,f,3,a3Piu
910,5639.2427,27,13,1,e,3,a3Piu
911,5684.0204,27,13,2,e,3,a3Piu
912,5731.1881,27,13,3,e,3,a3Piu
913,5680.3758,29,14,1,f,3,a3Piu
914,5728.6335,29,14,2,f,3,a3Piu
915,5778.701,29,14,3,f,3,a3Piu
916,5724.623,31,15,1,e,3,a3Piu
917,5775.0382,31,15,2,e,3,a3Piu
918,5828.2208,31,15,3,e,3,a3Piu
919,5771.9393,33,16,1,f,3,a3Piu
920,5825.9779,33,16,2,f,3,a3Piu
921,5881.9707,33,16,3,f,3,a3Piu
922,5822.4276,35,17,1,e,3,a3Piu
923,5878.6005,35,17,2,e,3,a3Piu
924,5937.8407,35,17,3,e,3,a3Piu
925,5875.9268,37,18,1,f,3,a3Piu
926,5935.853,37,18,2,f,3,a3Piu
927,5997.8072,37,18,3,f,3,a3Piu
928,5932.6675,39,19,1,e,3,a3Piu
929,5994.6772,39,19,2,e,3,a3Piu
930,6060.0056,39,19,3,e,3,a3Piu
931,5992.3429,41,20,1,f,3,a3Piu
932,6058.2308,41,20,2,f,3,a3Piu
933,6126.1688,41,20,3,f,3,a3Piu
934,6055.3411,43,21,1,e,3,a3Piu
935,6123.2396,43,21,2,e,3,a3Piu
936,6194.6771,43,21,3,e,3,a3Piu
937,6121.1813,45,22,1,f,3,a3Piu
938,6193.083,45,22,2,f,3,a3Piu
939,6267.0174,45,22,3,f,3,a3Piu
940,6190.4378,47,23,1,e,3,a3Piu
941,6264.2582,47,23,2,e,3,a3Piu
942,6341.8191,47,23,3,e,3,a3Piu
943,6262.4285,49,24,1,f,3,a3Piu
944,6340.3803,49,24,2,f,3,a3Piu
945,6420.3161,49,24,3,f,3,a3Piu
946,6337.9405,51,25,1,e,3,a3Piu
947,6417.7026,51,25,2,e,3,a3Piu
948,6501.3954,51,25,3,e,3,a3Piu
949,6416.0649,53,26,1,f,3,a3Piu
950,6500.0916,53,26,2,f,3,a3Piu
951,6586.028,53,26,3,f,3,a3Piu
952,6497.827,55,27,1,e,3,a3Piu
953,6583.5406,55,27,2,e,3,a3Piu
954,6673.3693,55,27,3,e,3,a3Piu
955,6582.0662,57,28,1,f,3,a3Piu
956,6672.1842,57,28,2,f,3,a3Piu
957,6764.1155,57,28,3,f,3,a3Piu
958,6670.0706,59,29,1,e,3,a3Piu
959,6761.7382,59,29,2,e,3,a3Piu
960,6857.7029,59,29,3,e,3,a3Piu
961,6760.4042,61,30,1,f,3,a3Piu
962,6856.6231,61,30,2,f,3,a3Piu
963,6954.5396,61,30,3,f,3,a3Piu
964,6854.6413,63,31,1,e,3,a3Piu
965,6952.2592,63,31,2,e,3,a3Piu
966,7054.3568,63,31,3,e,3,a3Piu
967,6951.047,65,32,1,f,3,a3Piu
968,7053.371,65,32,2,f,3,a3Piu
969,7157.2597,65,32,3,f,3,a3Piu
970,7051.5052,67,33,1,e,3,a3Piu
971,7155.065,67,33,2,e,3,a3Piu
972,7263.2895,67,33,3,e,3,a3Piu
973,7153.9595,69,34,1,f,3,a3Piu
974,7262.3883,69,34,2,f,3,a3Piu
975,7372.2332,69,34,3,f,3,a3Piu
976,7260.6257,71,35,1,e,3,a3Piu
977,7370.115,71,35,2,e,3,a3Piu
978,7484.4578,71,35,3,e,3,a3Piu
979,7369.1036,73,36,1,f,3,a3Piu
980,7483.6333,73,36,2,f,3,a3Piu
981,7599.4157,73,36,3,f,3,a3Piu
982,7481.963,75,37,1,e,3,a3Piu
983,7597.3661,75,37,2,e,3,a3Piu
984,7717.8164,75,37,3,e,3,a3Piu
985,7596.4381,77,38,1,f,3,a3Piu
986,7717.0617,77,38,2,f,3,a3Piu
987,7838.7606,77,38,3,f,3,a3Piu
988,7715.4745,79,39,1,e,3,a3Piu
989,7836.7727,79,39,2,e,3,a3Piu
990,7963.3174,79,39,3,e,3,a3Piu
991,7835.9192,81,40,1,f,3,a3Piu
992,7962.6268,81,40,2,f,3,a3Piu
993,8090.2189,81,40,3,f,3,a3Piu
994,7961.115,83,41,1,e,3,a3Piu
995,8088.2868,83,41,2,e,3,a3Piu
996,8220.9112,83,41,3,e,3,a3Piu
997,8087.5002,85,42,1,f,3,a3Piu
998,8220.2793,85,42,2,f,3,a3Piu
999,8353.7397,85,42,3,f,3,a3Piu
1000,8218.8363,87,43,1,e,3,a3Piu
1001,8351.8582,87,43,2,e,3,a3Piu
1002,8490.5453,87,43,3,e,3,a3Piu
1003,8351.1319,89,44,1,f,3,a3Piu
1004,8489.9679,89,44,2,f,3,a3Piu
1005,8629.2693,89,44,3,f,3,a3Piu
1006,8488.588,91,45,1,e,3,a3Piu
1007,8627.4341,91,45,2,e,3,a3Piu
1008,8772.1654,91,45,3,e,3,a3Piu
1009,8626.7623,93,46,1,f,3,a3Piu
1010,8771.6385,93,46,2,f,3,a3Piu
1011,8916.7521,93,46,3,f,3,a3Piu
1012,8770.3166,95,47,1,e,3,a3Piu
1013,8914.9591,95,47,2,e,3,a3Piu
1014,9065.7145,95,47,3,e,3,a3Piu
1015,8914.3369,97,48,1,f,3,a3Piu
1016,9065.2346,97,48,2,f,3,a3Piu
1017,9216.1299,97,48,3,f,3,a3Piu
1018,9063.9664,99,49,1,e,3,a3Piu
1019,9214.3755,99,49,2,e,3,a3Piu
1020,9371.1331,99,49,3,e,3,a3Piu
1021,9213.7986,101,50,1,f,3,a3Piu
1022,9370.6973,101,50,2,f,3,a3Piu
1023,9527.3421,101,50,3,f,3,a3Piu
1024,9369.479,103,51,1,e,3,a3Piu
1025,9525.6233,103,51,2,e,3,a3Piu
1026,9688.3597,103,51,3,e,3,a3Piu
1027,9525.0877,105,52,1,f,3,a3Piu
1028,9687.9651,105,52,2,f,3,a3Piu
1029,9850.3257,105,52,3,f,3,a3Piu
1030,9686.7933,107,53,1,e,3,a3Piu
1031,9848.6397,107,53,2,e,3,a3Piu
1032,10017.33,107,53,3,e,3,a3Piu
1033,9848.1421,109,54,1,f,3,a3Piu
1034,10016.9742,109,54,2,f,3,a3Piu
1035,10185.0153,109,54,3,f,3,a3Piu
1036,10015.8459,111,55,1,e,3,a3Piu
1037,10183.3596,111,55,2,e,3,a3Piu
1038,10357.9775,111,55,3,e,3,a3Piu
1039,10182.897,113,56,1,f,3,a3Piu
1040,10357.6583,113,56,2,f,3,a3Piu
1041,10531.3431,113,56,3,f,3,a3Piu
1042,10356.5708,115,57,1,e,3,a3Piu
1043,10529.7155,115,57,2,e,3,a3Piu
1044,10710.2331,115,57,3,e,3,a3Piu
1045,10529.2851,117,58,1,f,3,a3Piu
1046,10709.9486,117,58,2,f,3,a3Piu
1047,10889.2389,117,58,3,f,3,a3Piu
1048,10708.8995,119,59,1,e,3,a3Piu
1049,10887.6372,119,59,2,e,3,a3Piu
1050,11074.0254,119,59,3,e,3,a3Piu
1051,10887.2366,121,60,1,f,3,a3Piu
1052,11073.7737,121,60,2,f,3,a3Piu
1053,11258.6298,121,60,3,f,3,a3Piu
1054,11072.7608,123,61,1,e,3,a3Piu
1055,11257.0524,123,61,2,e,3,a3Piu
1056,11449.2804,123,61,3,e,3,a3Piu
1057,11256.6794,125,62,1,f,3,a3Piu
1058,11449.0599,125,62,2,f,3,a3Piu
1059,11639.4408,125,62,3,f,3,a3Piu
1060,11448.0813,127,63,1,e,3,a3Piu
1061,11637.8859,127,63,2,e,3,a3Piu
1062,11835.9217,127,63,3,e,3,a3Piu
1063,11637.5385,129,64,1,f,3,a3Piu
1064,11835.731,129,64,2,f,3,a3Piu
1065,12031.5943,129,64,3,f,3,a3Piu
1066,11834.7849,131,65,1,e,3,a3Piu
1067,12030.0603,131,65,2,e,3,a3Piu
1068,12233.8706,131,65,3,e,3,a3Piu
1069,12029.7367,133,66,1,f,3,a3Piu
1070,12233.7082,133,66,2,f,3,a3Piu
1071,12435.01,133,66,3,f,3,a3Piu
1072,12232.7931,135,67,1,e,3,a3Piu
1073,12433.4956,135,67,2,e,3,a3Piu
1074,12643.0456,135,67,3,e,3,a3Piu
1075,12433.1942,137,68,1,f,3,a3Piu
1076,12642.9104,137,68,2,f,3,a3Piu
1077,12849.6055,137,68,3,f,3,a3Piu
1078,12642.0247,139,69,1,e,3,a3Piu
1079,12848.1094,139,69,2,e,3,a3Piu
1080,13063.3631,139,69,3,e,3,a3Piu
1081,12847.8288,141,70,1,f,3,a3Piu
1082,13063.2539,141,70,2,f,3,a3Piu
1083,13275.2958,141,70,3,f,3,a3Piu
1084,13062.3963,143,71,1,e,3,a3Piu
1085,13273.8168,143,71,2,e,3,a3Piu
1086,13494.7368,143,71,3,e,3,a3Piu
1087,13273.5555,145,72,1,f,3,a3Piu
1088,13494.6525,145,72,2,f,3,a3Piu
1089,13711.9934,145,72,3,f,3,a3Piu
1090,13493.8218,147,73,1,e,3,a3Piu
1091,13710.5304,147,73,2,e,3,a3Piu
1092,13937.078,147,73,3,e,3,a3Piu
1093,13710.2872,149,74,1,f,3,a3Piu
1094,13937.0177,149,74,2,f,3,a3Piu
1095,14159.6084,149,74,3,f,3,a3Piu
1096,13936.2128,151,75,1,e,3,a3Piu
1097,14158.1604,151,75,2,e,3,a3Piu
1098,14390.2955,151,75,3,e,3,a3Piu
1099,14157.9341,153,76,1,f,3,a3Piu
1100,14390.2583,153,76,2,f,3,a3Piu
1101,14618.0483,153,76,3,f,3,a3Piu
1102,14389.4781,155,77,1,e,3,a3Piu
1103,14616.6144,155,77,2,e,3,a3Piu
1104,14854.2957,155,77,3,e,3,a3Piu
1105,14616.404,157,78,1,f,3,a3Piu
1106,14854.2807,157,78,2,f,3,a3Piu
1107,15087.2183,157,78,3,f,3,a3Piu
1108,14853.5243,159,79,1,e,3,a3Piu
1109,15085.7976,159,79,2,e,3,a3Piu
1110,15328.9824,159,79,3,e,3,a3Piu
1111,15085.6021,161,80,1,f,3,a3Piu
1112,15328.989,161,80,2,f,3,a3Piu
1113,15567.0209,161,80,3,f,3,a3Piu
1114,15328.2555,163,81,1,e,3,a3Piu
1115,15565.6128,163,81,2,e,3,a3Piu
1116,15814.2572,163,81,3,e,3,a3Piu
1117,15565.4312,165,82,1,f,3,a3Piu
1118,15814.2845,165,82,2,f,3,a3Piu
1119,16057.3565,165,82,3,f,3,a3Piu
1120,15813.5731,167,83,1,e,3,a3Piu
1121,16055.96,167,83,2,e,3,a3Piu
1122,16310.0188,167,83,3,e,3,a3Piu
1123,16055.7916,169,84,1,f,3,a3Piu
1124,16310.0663,169,84,2,f,3,a3Piu
1125,16558.1226,169,84,3,f,3,a3Piu
1126,16309.3762,171,85,1,e,3,a3Piu
1127,16556.7372,171,85,2,e,3,a3Piu
1128,16816.1639,171,85,3,e,3,a3Piu
1129,16556.5811,173,86,1,f,3,a3Piu
1130,16816.2309,173,86,2,f,3,a3Piu
1131,17069.2145,173,86,3,f,3,a3Piu
1132,16815.5614,175,87,1,e,3,a3Piu
1133,17067.8395,175,87,2,e,3,a3Piu
1134,17332.5863,175,87,3,e,3,a3Piu
1135,17067.6951,177,88,1,f,3,a3Piu
1136,17332.6723,177,88,2,f,3,a3Piu
1137,17590.525,177,88,3,f,3,a3Piu
1138,17332.0228,179,89,1,e,3,a3Piu
1139,17589.1597,179,89,2,e,3,a3Piu
1140,17859.1777,179,89,3,e,3,a3Piu
1141,17589.0263,181,90,1,f,3,a3Piu
1142,17859.2821,181,90,2,f,3,a3Piu
1143,18121.9443,181,90,3,f,3,a3Piu
1144,17858.6519,183,91,1,e,3,a3Piu
1145,18120.5883,183,91,2,e,3,a3Piu
1146,18395.827,183,91,3,e,3,a3Piu
1147,18120.4651,185,92,1,f,3,a3Piu
1148,18395.9493,185,92,2,f,3,a3Piu
1149,18663.3603,185,92,3,f,3,a3Piu
1150,18395.3379,187,93,1,e,3,a3Piu
1151,18662.0129,187,93,2,e,3,a3Piu
1152,18942.4209,187,93,3,e,3,a3Piu
1153,18661.8995,189,94,1,f,3,a3Piu
1154,18942.5605,189,94,2,f,3,a3Piu
1155,19214.6583,189,94,3,f,3,a3Piu
1156,18941.9674,191,95,1,e,3,a3Piu
1157,19213.3191,191,95,2,e,3,a3Piu
1158,19498.8433,191,95,3,e,3,a3Piu
1159,19213.2148,193,96,1,f,3,a3Piu
