ID,Level,,col3
2330,14794.95,*,14
2331,18593.805,*,17
2332,18578.328,*,17
2333,18058.521,*,17
2334,17928.433,*,16
2335,21164.08,*,20
2336,20131.415,*,19
2337,15429.564,*,14
2338,15414.068,*,14
2339,16831.034,*,14
2340,16815.531,*,15
2341,17814.208,*,17
2342,11004.919,*,11
2343,10989.397,*,11
2344,13617.705,*,13
2345,17867.266,*,18
2346,16486.984,*,15
2347,16471.444,*,15
2348,18458.131,*,18
2349,16129.895,*,16
2350,15711.45,*,18
2351,15695.895,*,17
2352,17703.435,*,15
2353,18101.516,*,16
2354,14277.334,*,9
2355,14261.775,*,10
2356,18692.302,*,19
2357,18676.739,*,18
2358,20535.559,*,19
2359,17174.513,*,19
2360,17710.042,*,18
2361,17694.473,*,19
2362,19117.889,*,17
2363,18217.322,*,18
2364,18201.751,*,19
2365,18060.795,*,18
2366,20633.086,*,20
2367,17307.392,*,19
2368,17291.81,*,18
2369,15287.265,*,7
2370,15271.682,*,8
2371,18539.401,*,17
2372,16341.345,*,19
2373,13675.54,*,10
2374,13340.019,*,6
2375,13968.086,*,12
2376,13952.489,*,11
2377,20360.015,*,19
2378,15031.825,*,6
2379,15016.217,*,5
2380,10748.657,*,13
2381,10733.046,*,12
2382,14386.294,*,10
2383,14370.682,*,11
2384,17168.762,*,17
2385,16666.966,*,19
2386,13945.311,*,8
2387,18430.41,*,19
2388,12781.484,*,11
2389,12765.84,*,11
2390,9963.933,*,9
2391,9948.287,*,9
2392,14603.747,*,15
2393,15081.39,*,20
2394,15065.729,*,20
2395,12213.08,*,11
2396,12197.419,*,10
2397,18397.341,*,14
2398,18381.678,*,15
2399,16147.108,*,12
2400,16131.441,*,13
2401,12630.447,*,17
2402,12614.777,*,18
2403,18148.218,*,18
2404,13422.227,*,12
2405,13406.553,*,13
2406,8640.3,10,2
2407,8624.623,10,2
2408,18840.921,*,17
2409,18825.243,*,17
2410,13614.43,*,8
2411,13598.747,*,9
2412,13647.637,*,14
2413,13631.951,*,14
2414,14476.002,*,6
2415,14460.313,*,7
2416,19544.03,*,19
2417,12608.778,*,15
2418,14991.031,*,19
2419,14975.326,*,20
2420,19987.953,*,20
2421,15236.156,*,17
2422,15220.449,*,17
2423,18233.029,*,17
2424,13309.434,*,5
2425,13293.727,*,6
2426,14883.549,*,6
2427,6330.73,26,6
2428,16236.356,*,18
2429,16220.638,*,18
2430,18995.203,*,18
2431,15414.468,*,11
2432,15398.739,*,11
2433,19584.789,*,17
2434,16996.579,*,19
2435,15004.826,*,18
2436,14989.07,*,17
2437,19630.75,*,19
2438,19614.989,*,18
2439,9013.353,44,5
2440,19253.543,*,19
2441,19237.778,*,18
2442,13375.639,*,15
2443,16925.699,*,16
2444,10081.7,*,17
2445,10065.924,*,16
2446,13874.754,*,10
2447,14785.534,*,7
2448,17962.686,*,16
2449,17946.899,*,15
2450,19837.382,*,20
2451,15110.461,*,11
2452,8970.347,18,4
2453,8954.551,22,5
2454,19328.519,*,19
2455,11359.049,*,8
2456,11343.247,*,8
2457,14217.017,*,11
2458,14201.21,*,11
2459,6041.501,18,4
2460,6025.693,22,5
2461,20350.551,*,19
2462,20334.742,*,19
2463,13831.159,*,10
2464,14500.005,*,12
2465,14484.176,*,12
2466,19242.918,*,20
2467,18242.591,*,15
2468,15060.153,*,11
2469,17110.756,*,15
2470,17094.907,*,15
2471,11124.731,*,3
2472,11108.877,*,3
2473,16075.015,*,12
2474,16059.153,*,11
2475,18140.097,*,19
2476,16236.452,*,15
2477,16220.576,*,15
2478,18124.65,*,16
2479,18108.771,*,16
2480,18104.818,*,19
2481,18088.938,*,20
2482,16620.814,*,19
2483,16604.93,*,18
2484,17982.059,*,16
2485,17966.172,*,15
2486,13941.512,*,10
2487,13925.618,*,9
2488,16794.433,*,13
2489,15454.343,*,15
2490,17894.262,*,17
2491,17878.358,*,16
2492,15280.888,*,16
2493,8526.622,20,2
2494,8510.716,12,1
2495,11088.355,*,10
2496,11072.445,*,9
2497,11025.235,*,14
2498,11009.321,*,13
2499,17228.187,*,15
2500,19517.208,*,20
2501,16545.476,*,15
2502,16529.552,*,15
2503,11418.49,*,9
2504,18049.711,*,17
2505,12693.753,*,9
2506,12677.815,*,9
2507,15394.343,*,16
2508,15378.401,*,15
2509,16544.634,*,18
2510,16528.691,*,17
2511,19600.163,*,19
2512,14934.364,*,13
2513,11649.013,*,11
2514,11633.04,*,10
2515,14896.657,*,16
2516,14880.683,*,16
2517,17336.659,*,14
2518,17320.684,*,15
2519,17605.3,*,14
2520,16521.387,*,17
2521,16505.411,*,17
2522,17728.154,*,14
2523,17712.177,*,14
2524,14922.033,*,10
2525,20448.487,*,20
2526,20432.508,*,20
2527,8898.007,22,5
2528,8882.022,26,6
2529,16911.108,*,19
2530,16895.119,*,20
2531,14262.74,*,9
2532,14246.749,*,10
2533,18391.112,*,19
2534,18375.118,*,18
2535,8026.001,22,5
2536,8010.007,18,4
2537,17388.642,*,16
2538,17372.645,*,15
2539,19269.541,*,18
2540,14578.148,*,11
2541,14562.149,*,12
2542,19101.638,*,20
2543,19085.634,*,20
2544,16243.93,*,16
2545,16227.924,*,15
2546,14717.285,*,11
2547,14701.277,*,11
2548,16264.647,*,12
2549,13515.28,*,18
2550,19744.559,*,19
2551,16983.893,*,14
2552,19586.17,*,19
2553,19570.153,*,18
2554,14932.493,*,13
2555,14916.475,*,14
2556,16064.864,*,14
2557,16048.845,*,14
2558,14215.743,*,9
2559,14199.724,*,10
2560,9181.979,26,6
2561,9165.949,22,5
2562,10737.078,*,10
2563,17166.02,*,20
2564,14861.601,*,10
2565,14845.553,*,11
2566,19348.033,*,20
2567,16676.203,*,14
2568,20315.309,*,20
2569,17145.946,*,16
2570,14532.96,*,5
2571,15972.999,*,12
2572,11742.407,*,7
2573,11726.346,*,8
2574,17169.812,*,17
2575,14481.76,*,10
2576,14465.698,*,11
2577,16034.238,*,15
2578,16018.176,*,15
2579,14833.06,*,5
2580,14816.994,*,6
2581,12127.363,*,10
2582,16192.681,*,15
2583,17478.361,*,16
2584,17462.29,*,16
2585,14414.924,*,3
2586,18115.336,*,17
2587,17319.406,*,17
2588,11628.056,*,9
2589,15305.615,*,11
2590,16762.452,*,12
2591,16023.064,*,18
2592,11663.238,*,14
2593,11647.15,*,15
2594,16842.66,*,16
2595,19717.819,*,20
2596,19701.723,*,19
2597,16231.033,*,20
2598,16214.936,*,20
2599,16379.215,*,18
2600,9503.806,*,13
2601,9487.701,*,12
2602,3505.326,52,6
2603,3489.215,44,5
2604,6262.306,42,10
2605,6246.192,38,9
2606,16267.747,*,12
2607,16251.625,*,12
2608,17245.195,*,13
2609,18486.605,*,15
2610,11748.553,*,7
2611,11732.423,*,6
2612,14676.421,*,12
2613,14660.286,*,13
2614,15630.217,*,16
2615,10925.334,*,12
2616,10909.189,*,12
2617,18230.671,*,20
2618,9596.925,*,7
2619,9580.774,*,7
2620,19040.45,*,17
2621,13058.192,*,18
2622,13042.03,*,19
2623,13792.147,*,16
2624,13775.984,*,15
2625,16421.08,*,15
2626,11245.853,*,11
2627,11229.687,*,11
2628,19273.728,*,17
2629,19257.561,*,17
2630,15852.79,*,18
2631,10356.686,*,3
2632,10340.504,*,2
2633,6564.501,42,10
2634,6548.317,42,10
2635,14661.97,*,12
2636,14645.786,*,11
2637,18815.413,*,20
2638,9365.704,*,12
2639,9349.506,*,11
2640,9094.423,*,7
2641,9078.217,*,6
2642,14727.343,*,5
2643,14711.135,*,4
2644,17846.752,*,20
2645,15248.868,*,11
2646,15232.656,*,11
2647,15397.851,*,14
2648,19165.051,*,19
2649,9220.074,26,6
2650,15156.187,*,12
2651,15139.967,*,12
2652,17528.477,*,20
2653,17512.256,*,20
2654,14691.334,*,11
2655,14178.574,*,5
2656,14162.336,*,6
2657,16473.69,*,14
2658,16457.447,*,15
2659,14537.624,*,2
2660,14521.376,*,1
2661,17994.751,*,18
2662,14350.463,*,13
2663,18306.132,*,18
2664,18365.372,*,15
2665,16688.609,*,14
2666,17072.487,*,13
2667,17056.168,*,14
2668,16926.254,*,17
2669,16795.743,*,15
2670,20699.483,*,19
2671,20683.145,*,20
2672,10449.031,*,7
2673,10432.675,*,8
2674,15609.034,*,20
2675,18332.887,*,17
2676,18316.527,*,16
2677,19901.688,*,19
2678,15854.277,*,10
2679,15516.364,*,12
2680,15499.993,*,11
2681,13968.935,*,6
2682,13952.561,*,7
2683,14955.88,*,16
2684,14939.504,*,15
2685,18561.506,*,18
2686,18545.129,*,18
2687,18847.509,*,18
2688,18831.131,*,18
2689,19841.834,*,19
2690,17551.616,*,15
2691,17535.231,*,16
2692,16316.739,*,16
2693,16300.352,*,17
2694,17260.494,*,14
2695,12215.058,*,4
2696,12198.664,*,4
2697,16727.205,*,14
2698,17485.35,*,19
2699,17468.944,*,18
2700,8804.917,14,3
2701,8788.51,18,4
2702,16626.785,*,17
2703,16610.369,*,16
2704,14994.025,*,12
2705,14977.604,*,13
2706,13148.356,*,9
2707,13131.935,*,8
2708,14533.029,*,9
2709,12394.62,*,14
2710,19647.185,*,20
2711,19190.665,*,19
2712,14775.015,*,4
2713,14758.575,*,5
2714,19130.219,*,18
2715,19113.777,*,19
2716,15524.003,*,14
2717,16457.24,*,14
2718,19671.468,*,20
2719,9249.286,26,6
2720,9232.826,26,6
2721,15203.986,*,17
2722,10219.129,*,1
2723,10202.657,*,2
2724,15175.446,*,15
2725,17424.757,*,16
2726,18760.976,*,15
2727,14505.451,*,11
2728,14488.965,*,11
2729,16448.562,*,13
2730,18179.803,*,16
2731,14812.782,*,11
2732,14796.281,*,11
2733,13831.057,*,17
2734,9569.824,*,11
2735,9553.316,*,10
2736,16051.867,*,14
2737,16035.357,*,15
2738,10861.708,*,7
2739,15646.743,*,16
2740,13340.161,*,10
2741,13323.633,*,11
2742,18395.14,*,17
2743,19311.052,*,18
2744,19294.514,*,19
2745,17407.5,*,16
2746,20809.265,*,20
2747,13108.445,*,8
2748,13091.904,*,9
2749,16619.848,*,15
2750,16603.298,*,15
2751,19286.109,*,19
2752,18808.666,*,17
2753,13486.574,*,8
2754,16566.947,*,15
2755,16550.367,*,15
2756,16382.358,*,13
2757,16875.161,*,19
2758,16858.566,*,20
2759,11765.589,*,7
2760,11748.991,*,7
2761,18551.88,*,20
2762,13167.956,*,17
2763,13151.356,*,18
2764,13871.63,*,9
2765,13855.023,*,9
2766,7864.329,*,13
2767,14364.355,*,15
2768,14347.741,*,15
2769,12279.745,*,8
2770,18311.468,*,17
2771,18294.832,*,18
2772,13968.98,*,5
2773,13952.339,*,5
2774,15788.94,*,14
2775,15772.294,*,15
2776,12890.982,*,5
2777,15130.727,*,7
2778,19021.269,*,18
2779,19004.604,*,19
2780,13821.632,*,20
2781,9795.931,*,12
2782,9779.259,*,12
2783,13112.2,*,8
2784,13095.527,*,7
2785,19140.5,*,17
2786,19123.827,*,18
2787,14842.257,*,18
2788,14825.58,*,19
2789,16420.799,*,13
2790,16404.117,*,13
2791,17857.485,*,17
2792,17840.802,*,16
2793,17432.288,*,16
2794,19004.578,*,17
2795,13208.054,*,7
2796,13191.358,*,8
2797,12948.754,*,11
2798,9376.764,14,3
2799,9360.062,14,3
2800,15611.994,*,15
2801,20988.77,*,20
2802,8581.413,*,9
2803,8564.704,*,8
2804,10702.626,*,8
2805,10685.908,*,9
2806,18489.555,*,15
2807,13228.556,*,5
2808,13211.82,*,6
2809,17685.836,*,18
2810,17669.099,*,17
2811,16208.643,*,15
2812,18523.691,*,17
2813,20343.268,*,20
2814,14967.69,*,14
2815,14950.942,*,13
2816,14599.214,*,16
2817,16104.368,*,12
2818,16036.759,*,12
2819,12196.316,*,12
2820,14356.353,*,20
2821,14339.588,*,19
2822,19542.793,*,17
2823,19526.015,*,18
2824,13612.385,*,4
2825,14366.945,*,5
2826,13523.514,*,2
2827,11387.604,*,9
2828,17244.974,*,16
2829,17740.547,*,19
2830,18456.884,*,17
2831,14882.098,*,8
2832,14865.305,*,9
2833,11930.937,*,7
2834,11914.134,*,8
2835,18930.022,*,17
2836,15058.9,*,10
2837,16532.525,*,13
2838,16515.716,*,13
2839,13125.362,*,11
2840,19210.274,*,20
2841,11207.591,*,11
2842,11190.775,*,11
2843,7469.655,*,8
2844,14922.682,*,16
2845,18781.45,*,20
2846,18764.628,*,20
2847,16013.543,*,11
2848,15996.72,*,12
2849,10483.569,*,9
2850,10466.744,*,9
2851,18125.463,*,18
2852,13655.16,*,14
2853,17613.006,*,19
2854,12515.438,*,3
2855,17966.73,*,16
2856,15812.789,*,15
2857,17766.083,*,14
2858,17749.234,*,14
2859,16836.179,*,17
2860,15952.254,*,14
2861,19469.094,*,19
2862,19452.232,*,20
2863,16683.158,*,17
2864,16627.235,*,16
2865,17526.454,*,16
2866,14611.185,*,13
2867,14594.316,*,13
2868,20205.103,*,20
2869,20188.231,*,19
2870,17927.827,*,18
2871,14667.037,*,7
2872,14650.154,*,6
2873,17216.327,*,18
2874,10355.142,*,6
2875,10338.254,*,5
2876,17847.259,*,17
2877,14464.493,*,7
2878,19311.414,*,20
2879,17909.724,*,17
2880,16625.823,*,14
2881,17224.187,*,15
2882,17418.804,*,18
2883,17401.895,*,19
2884,18676.235,*,17
2885,5235.11,14,3
2886,5218.19,14,3
2887,13512.494,*,12
2888,13495.564,*,11
2889,12162.281,*,2
2890,12145.348,*,3
2891,21171.681,*,20
2892,11759.347,*,6
2893,16776.371,*,16
2894,16759.428,*,16
2895,15748.808,*,15
2896,12295.249,*,13
2897,12278.295,*,12
2898,12696.939,*,12
2899,19440.887,*,18
2900,19423.918,*,19
2901,14648.416,*,6
2902,14631.446,*,6
2903,13170.403,*,6
2904,13153.431,*,6
2905,15319.527,*,13
2906,17499.445,*,19
2907,15265.158,*,17
2908,11813.568,*,6
2909,11796.584,*,5
2910,18552.165,*,17
2911,17352.604,*,19
2912,14297.209,*,1
2913,14280.217,*,1
2914,13400.698,*,14
2915,13383.703,*,13
2916,15851.657,*,13
2917,16039.521,*,13
2918,17368.624,*,16
2919,18248.978,*,20
2920,18122.468,*,17
2921,16253.521,*,17
2922,16236.505,*,16
2923,15138.679,*,13
2924,15121.662,*,14
2925,17152.295,*,13
2926,17135.272,*,13
2927,18915.099,*,17
2928,19040.452,*,17
2929,12215.122,*,10
2930,12198.097,*,11
2931,13855.253,*,4
2932,14447.462,*,8
2933,10219.866,*,9
2934,10202.83,*,8
2935,14933.881,*,13
2936,20532.515,*,20
2937,19294.025,*,17
2938,14444.605,*,10
2939,14427.54,*,10
2940,14662,*,13
2941,15183.002,*,17
2942,15165.928,*,17
2943,13969.57,*,10
2944,13189.264,*,6
2945,13172.182,*,6
2946,14641.781,*,11
2947,14624.69,*,10
2948,13667.841,*,14
2949,13650.744,*,14
2950,14784.964,*,16
2951,14583.699,*,4
2952,10507.721,*,10
2953,10490.606,*,10
2954,6299.282,18,4
2955,6282.163,22,5
2956,11984.924,*,11
2957,11967.798,*,11
2958,15366.772,*,19
2959,17094.932,*,16
2960,15024.95,*,10
2961,16306.866,*,11
2962,16289.716,*,12
2963,17122.807,*,18
2964,17105.652,*,17
2965,7008.282,*,10
2966,6991.123,*,10
2967,7988.976,22,5
2968,7971.799,18,4
2969,9010.08,*,11
2970,8992.893,*,10
2971,14938.693,*,17
2972,16641.497,*,19
2973,11560.339,*,11
2974,11543.143,*,12
2975,19541.001,*,19
2976,17205.805,*,18
2977,18072.651,*,16
2978,13898.657,*,14
2979,13881.443,*,13
2980,20981.46,*,20
2981,20964.244,*,20
2982,13472.701,*,2
2983,18930.447,*,18
2984,17527.449,*,19
2985,19106.592,*,18
2986,14235.455,*,9
2987,15840.242,*,18
2988,10772.108,*,12
2989,10754.869,*,13
2990,17663.448,*,14
2991,12963.061,*,8
2992,12945.813,*,9
2993,11364.726,*,7
2994,17796.941,*,16
2995,18127.896,*,14
2996,10008.562,*,8
2997,16276.094,*,12
2998,13718.54,*,11
2999,13701.257,*,12
3000,12172.968,*,6
3001,12155.676,*,5
3002,17572.033,*,14
3003,16748.91,*,17
3004,16731.615,*,17
3005,16488.739,*,14
3006,16203.652,*,13
3007,12517.086,*,9
3008,12499.779,*,9
3009,10944.437,*,8
3010,10927.126,*,8
3011,18056.684,*,15
3012,12572.286,*,10
3013,17807.333,*,15
3014,17094.738,*,17
3015,17187.292,*,18
3016,19698.62,*,20
3017,13722.285,*,5
3018,13704.949,*,6
3019,18659.402,*,19
3020,14192.717,*,6
3021,14175.37,*,6
3022,17383.102,*,19
3023,17365.754,*,18
3024,10250.572,*,9
3025,10233.224,*,9
3026,16358.607,*,14
3027,16341.255,*,14
3028,16400.853,*,16
3029,15606.016,*,18
3030,15588.663,*,19
3031,18760.078,*,16
3032,18742.724,*,17
3033,16526.353,*,13
3034,17594.067,*,15
3035,13102.211,*,9
3036,13084.833,*,9
3037,11169.182,*,5
3038,11151.793,*,6
3039,15142.554,*,15
3040,10901.297,*,7
3041,10883.908,*,7
3042,18782.018,*,19
3043,15696.222,*,15
3044,18885.67,*,20
3045,9407.08,*,15
3046,9389.683,*,16
3047,15659.186,*,12
3048,15641.784,*,13
3049,13072.07,*,6
3050,16006.455,*,17
3051,14245.862,*,12
3052,14228.446,*,13
3053,15825.417,*,17
3054,14499.249,*,13
3055,14481.815,*,13
3056,14967.764,*,12
3057,18981.377,*,17
3058,14944.397,*,17
3059,18700.26,*,18
3060,18246.85,*,18
3061,13241.712,*,12
3062,13224.263,*,12
3063,18789.56,*,17
3064,18772.101,*,17
3065,14652.634,*,13
3066,14635.172,*,13
3067,18393.26,*,19
3068,18375.797,*,19
3069,20094.359,*,19
3070,10437.204,*,5
3071,16253.978,*,15
3072,12967.597,*,8
3073,4675.146,60,7
3074,4657.672,60,7
3075,14429.046,*,11
3076,14411.571,*,10
3077,19347.248,*,19
3078,19480.679,*,19
3079,19463.188,*,19
3080,13876.387,*,3
3081,13858.893,*,3
3082,14975.888,*,13
3083,19267.787,*,19
3084,13943.113,*,8
3085,20859.543,*,20
3086,14598.198,*,18
3087,7702.692,*,11
3088,7685.19,*,12
3089,10862.78,*,5
3090,17719.934,*,14
3091,17702.425,*,14
3092,15312.907,*,12
3093,15295.397,*,12
3094,13482.667,*,8
3095,14824.966,*,7
3096,9954.711,*,12
3097,9937.187,*,13
3098,16799.022,*,15
3099,16781.488,*,16
3100,12118.093,*,13
3101,12349.685,*,12
3102,12162.916,*,14
3103,6737.49,60,7
3104,6719.941,60,7
3105,17947.306,*,14
3106,17929.752,*,14
3107,12939.309,*,6
3108,17125.169,*,13
3109,16439.813,*,12
3110,14784.516,*,5
3111,14726.607,*,16
3112,14709.046,*,15
3113,19100.325,*,17
3114,11441.54,*,9
3115,19048.635,*,18
3116,11965.66,*,13
3117,11948.083,*,12
3118,16706.187,*,14
3119,20841.954,*,19
3120,14181.364,*,19
3121,14163.77,*,20
3122,19361.802,*,19
3123,19344.204,*,19
3124,10143.051,*,12
3125,10125.454,*,11
3126,12406.267,*,11
3127,12388.669,*,10
3128,13714.477,*,8
3129,16999.134,*,15
3130,15990.678,*,13
3131,4827.9,30,7
3132,4810.271,34,8
3133,16293.724,*,12
3134,19851.866,*,20
3135,19834.233,*,20
3136,16116.48,*,13
3137,16028.812,*,15
3138,13485.142,*,11
3139,16603.155,*,14
3140,18208.387,*,16
3141,18190.743,*,15
3142,19346.43,*,17
3143,16791.349,*,18
3144,13975.039,*,11
3145,18909.106,*,17
3146,18891.43,*,18
3147,16411.226,*,13
3148,16393.549,*,13
3149,14709.767,*,14
3150,17395.047,*,17
3151,8045.608,*,10
3152,8027.911,*,10
3153,13149.633,*,8
3154,11790.901,*,8
3155,11773.199,*,7
3156,13599.994,*,14
3157,14725.298,*,12
3158,18851.519,*,17
3159,18833.786,*,17
3160,16914.649,*,16
3161,16896.915,*,15
3162,17990.346,*,17
3163,17701.998,*,18
3164,15334.8,*,16
3165,16261.676,*,16
3166,12901.007,*,12
3167,13536.373,*,12
3168,19147.292,*,19
3169,13145.063,*,13
3170,13127.302,*,14
3171,13286.371,*,10
3172,13268.606,*,10
3173,20135.331,*,19
3174,9600.235,44,5
3175,9582.458,52,6
3176,19617.949,*,20
3177,14236.369,*,7
3178,14218.574,*,8
3179,18773.942,*,20
3180,13089.809,*,3
3181,12883.194,*,12
3182,14691.232,*,14
3183,18333.403,*,19
3184,12622.476,*,8
3185,12604.66,*,8
3186,17872.705,*,15
3187,17854.888,*,14
3188,14313.486,*,12
3189,14295.668,*,13
3190,15881.173,*,14
3191,15863.351,*,14
3192,15930.524,*,12
3193,17488.045,*,15
3194,17470.212,*,15
3195,14207.893,*,3
3196,14190.058,*,2
3197,15099.648,*,15
3198,15081.798,*,16
3199,18056.142,*,16
3200,13843.605,*,8
3201,13825.747,*,8
3202,17475.909,*,17
3203,15806.312,*,17
3204,15788.434,*,17
3205,14726.493,*,17
3206,14708.609,*,16
3207,14908.863,*,3
3208,14890.978,*,3
3209,17718.158,*,16
3210,17700.269,*,16
3211,13615.853,*,8
3212,13597.949,*,7
3213,19322.256,*,20
3214,19304.351,*,19
3215,16931.447,*,19
3216,16913.538,*,18
3217,18899.647,*,20
3218,17372.88,*,14
3219,17354.967,*,13
3220,16502.205,*,18
3221,14193.289,*,7
3222,16182.008,*,11
3223,16164.084,*,12
3224,18489.103,*,20
3225,18471.174,*,20
3226,19918.236,*,20
3227,19900.301,*,20
3228,14321.665,*,6
3229,14303.718,*,5
3230,14149.965,*,14
3231,14132.011,*,14
3232,16700.841,*,15
3233,11205.541,*,10
3234,11187.582,*,9
3235,15444.474,*,17
3236,7953.838,14,3
3237,18977.241,*,17
3238,15925.836,*,12
3239,15907.871,*,11
3240,12565.029,*,17
3241,12547.063,*,18
3242,7819.797,34,8
3243,7801.831,30,7
3244,13781.027,*,6
3245,13763.057,*,7
3246,14579.748,*,18
3247,13365.663,*,15
3248,13347.689,*,16
3249,18379.004,*,16
3250,14199.098,*,13
3251,14569.705,*,12
3252,14551.722,*,12
3253,18180.325,*,19
3254,20414.523,*,19
3255,13806.08,*,12
3256,13788.094,*,12
3257,10609.697,*,12
3258,13900.679,*,10
3259,13882.69,*,10
3260,18668.643,*,17
3261,18650.652,*,17
3262,10854.328,*,1
3263,10836.322,*,2
3264,20325.259,*,19
3265,16550.86,*,17
3266,16532.838,*,17
3267,18890.646,*,19
3268,16777.454,*,15
3269,15097.537,*,13
3270,15079.507,*,12
3271,17762.682,*,15
3272,17744.65,*,14
3273,16168.306,*,13
3274,12213.604,*,18
3275,12195.559,*,19
3276,20858.301,*,19
3277,9954.172,*,8
3278,9936.12,*,7
3279,18270.275,*,19
3280,18261.9,*,15
3281,18243.833,*,14
3282,15634.529,*,11
3283,4355.021,44,5
3284,4336.944,52,6
3285,14529.292,*,8
3286,14511.213,*,7
3287,15104.349,*,11
3288,15086.268,*,11
3289,18040.44,*,18
3290,17405.45,*,13
3291,17387.367,*,14
3292,13961.199,*,7
3293,15268.875,*,15
3294,15250.784,*,14
3295,18482.234,*,17
3296,18464.14,*,17
3297,14181.002,*,14
3298,19864.625,*,20
3299,17811.668,*,18
3300,13959.976,*,10
3301,13941.874,*,11
3302,20851.383,*,20
3303,16029.288,*,16
3304,16568.98,*,17
3305,17931.769,*,16
3306,13404.705,*,8
3307,13386.583,*,7
3308,14835.107,*,15
3309,14816.979,*,15
3310,14914.358,*,13
3311,15009.587,*,6
3312,15005.933,*,11
3313,17578.027,*,18
3314,18011.679,*,16
3315,17993.525,*,15
3316,14415.21,*,14
3317,12314.543,*,7
3318,12098.888,*,6
3319,19095.606,*,18
3320,12060.438,*,5
3321,14614.526,*,12
3322,14596.347,*,11
3323,12835.803,*,4
3324,12817.62,*,3
3325,19390.094,*,17
3326,19371.907,*,18
3327,16083.052,*,13
3328,13484.728,*,5
3329,16635.805,*,14
3330,11969.377,*,7
3331,18488.749,*,16
3332,16566.632,*,16
3333,16548.432,*,17
3334,11451.517,*,13
3335,11433.317,*,13
3336,17706.492,*,17
3337,13448.332,*,5
3338,14848.921,*,8
3339,14830.712,*,9
3340,17050.816,*,15
3341,11799.116,*,12
3342,11780.899,*,12
3343,16816.351,*,16
3344,20466.712,*,20
3345,17812.315,*,18
3346,13291.207,*,5
3347,18718.849,*,17
3348,15917.118,*,15
3349,17206.632,*,16
3350,17188.389,*,17
3351,20156.929,*,19
3352,11454.801,*,15
3353,11436.553,*,14
3354,13662.147,*,12
3355,17635.294,*,20
3356,20264.456,*,19
3357,20246.192,*,19
3358,15337.798,*,14
3359,12376.414,*,6
3360,12358.139,*,6
3361,16364.072,*,12
3362,17236.439,*,17
3363,14285.426,*,5
3364,18096.925,*,18
3365,17044.164,*,12
3366,17025.869,*,13
3367,13589.225,*,8
3368,18351.191,*,17
3369,16595.983,*,14
3370,16250.564,*,14
3371,16204.34,*,12
3372,16186.028,*,12
3373,17358.432,*,15
3374,17340.119,*,16
3375,16125.369,*,13
3376,16107.053,*,13
3377,6312.411,22,5
3378,14954.095,*,10
3379,14935.776,*,11
3380,20821.929,*,19
3381,10580.897,*,7
3382,10562.563,*,7
3383,14227.528,*,11
3384,17422.676,*,16
3385,15101.52,*,2
3386,17041.023,*,19
3387,12422.274,*,16
3388,12403.925,*,16
3389,14903.032,*,7
3390,19481.54,*,18
3391,17845.789,*,19
3392,14727.413,*,15
3393,15279.072,*,14
3394,19462.306,*,18
3395,18956.102,*,19
3396,18937.727,*,18
3397,12674.068,*,14
3398,12655.693,*,15
3399,18417.32,*,17
3400,18398.938,*,17
3401,15770.085,*,14
3402,12950.444,*,11
3403,16713.227,*,17
3404,13920.632,*,14
3405,13902.241,*,13
3406,12106.845,*,3
3407,13190.255,*,18
3408,13171.859,*,18
3409,12653.957,*,15
3410,11846.356,*,5
3411,11827.958,*,4
3412,14235.441,*,14
3413,19134.323,*,19
3414,17631.539,*,15
3415,17613.136,*,16
3416,14246.851,*,13
3417,14543.741,*,13
3418,13823.754,*,11
3419,13805.345,*,10
3420,15118.058,*,15
3421,17656.827,*,18
3422,16716.388,*,12
3423,13287.405,*,9
3424,14007.719,*,17
3425,7398.181,30,7
3426,7379.758,26,6
3427,14917.351,*,11
3428,18906.313,*,19
3429,15663.06,*,14
3430,18342.097,*,16
3431,14367.845,*,11
3432,9433.718,*,12
3433,9415.264,*,11
3434,17025.943,*,15
3435,17007.487,*,15
3436,18517.237,*,15
3437,17336.501,*,13
3438,17851.793,*,16
3439,15042.811,*,7
3440,15024.345,*,6
3441,11365.938,*,7
3442,15086.79,*,14
3443,15657.442,*,16
3444,18000.94,*,19
3445,10414.192,*,7
3446,15048.303,*,10
3447,11655.62,*,9
3448,11637.131,*,9
3449,13268.303,*,7
3450,13249.81,*,8
3451,16798.935,*,18
3452,15080.839,*,9
3453,14828.162,*,13
3454,14809.662,*,14
3455,20654.364,*,19
3456,16991.872,*,15
3457,16973.371,*,16
3458,14611.698,*,5
3459,16064.609,*,20
3460,17713.623,*,19
3461,18000.395,*,20
3462,17981.888,*,20
3463,17728.552,*,18
3464,9851.61,*,10
3465,9833.092,*,11
3466,18487.043,*,18
3467,9571.838,*,11
3468,15050.352,*,5
3469,13531.88,*,7
3470,13513.351,*,8
3471,17072.766,*,15
3472,17054.236,*,14
3473,17270.11,*,16
3474,17251.576,*,16
3475,15092.689,*,10
3476,20158.845,*,20
3477,20140.306,*,19
3478,17793.683,*,14
3479,17550.243,*,15
3480,17531.692,*,15
3481,14898.8,*,11
3482,17988.912,*,15
3483,17970.357,*,15
3484,19312.58,*,17
3485,16442.827,*,16
3486,8184.067,36,4
3487,8165.498,44,5
3488,17545.027,*,16
3489,13726.11,*,16
3490,13707.535,*,15
3491,16119.992,*,14
3492,16101.415,*,15
3493,13815.673,*,6
3494,14562.513,*,9
3495,12780.599,*,6
