ID,Level,,col3
7305,12146.809,*,3
7306,12530.462,*,14
7307,11771.139,*,16
7308,15973.923,*,18
7309,15271.717,*,1
7310,15231.699,*,2
7311,14852.148,*,11
7312,5469.613,14,3
7313,7583.517,*,11
7314,12194.664,*,12
7315,17279.35,*,16
7316,10285.557,*,14
7317,7827.251,76,9
7318,7787.138,68,8
7319,13328.164,*,16
7320,12524.899,*,18
7321,13169.358,*,5
7322,11778.249,*,17
7323,11738.104,*,18
7324,19481.057,*,17
7325,9626.846,*,13
7326,9586.669,*,14
7327,11512.992,*,2
7328,15004.6,*,14
7329,12359.074,*,11
7330,13288.22,*,9
7331,16886.055,*,16
7332,10751.751,*,7
7333,15311.887,*,9
7334,11827.477,*,18
7335,11787.251,*,18
7336,14119.664,*,12
7337,6615.107,44,5
7338,6574.822,52,6
7339,11078.69,*,7
7340,11038.402,*,6
7341,5875.565,22,5
7342,11838.699,*,11
7343,12777.312,*,3
7344,8133.56,*,12
7345,9756.402,*,8
7346,10835.781,*,11
7347,17898.158,*,14
7348,14762.576,*,13
7349,11163.908,*,18
7350,14074.684,*,20
7351,9913.714,*,9
7352,14782.845,*,5
7353,16890.367,*,13
7354,15758.236,*,20
7355,11887.767,*,5
7356,11962.222,*,2
7357,11975.957,*,13
7358,9091.183,*,11
7359,9050.6,*,10
7360,9822.675,*,7
7361,9203.721,*,10
7362,10957.992,*,16
7363,10917.368,*,15
7364,10818.016,*,5
7365,6982.729,6,1
7366,6942.063,2,0
7367,11907.394,*,13
7368,14975.501,*,4
7369,7687.343,*,14
7370,7646.613,*,14
7371,11464.508,*,13
7372,12623.958,*,1
7373,9352.78,*,10
7374,9312.018,*,9
7375,18448.793,*,15
7376,15329.75,*,20
7377,13029.016,*,9
7378,14496.801,*,1
7379,10353.422,*,10
7380,10312.559,*,11
7381,11560.664,*,8
7382,11304.812,*,12
7383,11263.843,*,13
7384,6190.569,36,4
7385,14270.823,*,18
7386,18355.961,*,15
7387,16973.153,*,12
7388,14457.855,*,3
7389,12087.451,*,2
7390,12046.391,*,2
7391,18984.67,*,20
7392,13342.621,*,14
7393,13361.346,*,17
7394,15183.473,*,19
7395,13489.464,*,6
7396,7372.573,30,7
7397,11207.843,*,19
7398,11166.643,*,19
7399,12787.027,*,10
7400,12745.823,*,10
7401,14929.797,*,20
7402,7636.711,18,4
7403,7595.457,14,3
7404,8728.921,22,5
7405,11386.414,*,12
7406,13272.334,*,7
7407,15682.835,*,12
7408,12879.343,*,11
7409,15467.261,*,15
7410,14656.682,*,16
7411,11498.69,*,4
7412,10265.986,*,10
7413,10224.617,*,10
7414,12575.259,*,11
7415,12533.875,*,11
7416,15113.152,*,19
7417,13597.473,*,15
7418,13556.045,*,15
7419,9650.583,*,9
7420,9927.443,*,11
7421,13059.764,*,5
7422,13018.299,*,6
7423,13381.636,*,11
7424,15426.228,*,20
7425,13354.672,*,14
7426,6944.669,*,11
7427,12650.077,*,12
7428,5824.193,18,4
7429,5782.679,18,4
7430,6897.012,30,7
7431,10085.114,*,11
7432,14771.588,*,14
7433,18169.031,*,14
7434,11162.746,*,18
7435,13265.871,*,13
7436,13345.665,*,7
7437,9713.235,*,10
7438,9671.596,*,11
7439,6589.971,38,9
7440,14107.532,*,7
7441,13750.477,*,15
7442,13979.54,*,18
7443,14092.127,*,17
7444,11220.35,*,8
7445,11875.63,*,16
7446,8036.395,*,12
7447,7994.57,*,11
7448,12060.35,*,16
7449,12018.507,*,17
7450,12204.778,*,15
7451,14655.162,*,18
7452,4356.114,30,7
7453,9249.286,*,6
7454,10546.129,*,7
7455,13033.976,*,12
7456,11925.574,*,17
7457,11883.584,*,16
7458,13739.069,*,11
7459,13697.053,*,11
7460,16043.078,*,19
7461,12343.846,*,11
7462,5588.351,18,4
7463,5546.311,18,4
7464,10307.876,*,10
7465,16369.458,*,19
7466,11262.744,*,12
7467,12969.444,*,15
7468,13844.42,*,15
7469,13802.235,*,15
7470,12214.684,*,13
7471,12010.922,*,6
7472,14666.948,*,4
7473,14251.255,*,13
7474,14626.93,*,8
7475,15304.394,*,13
7476,14506.855,*,7
7477,4367.551,30,7
7478,4325.154,26,6
7479,11387.862,*,14
7480,13225.925,*,15
7481,5837.488,*,14
7482,5795.036,*,13
7483,13449.007,*,13
7484,10451.791,*,7
7485,13600.049,*,19
7486,14241.128,*,1
7487,14607.691,*,3
7488,14565.198,*,2
7489,12557.973,*,3
7490,8231.747,*,9
7491,8189.204,*,8
7492,14871.172,*,18
7493,11920.512,*,9
7494,13260.014,*,17
7495,12333.82,*,5
7496,11365.813,*,6
7497,14880.401,*,2
7498,10630.764,*,8
7499,18539.087,*,20
7500,11843.653,*,4
7501,11800.967,*,3
7502,12707.639,*,10
7503,12439.147,*,7
7504,11642.567,*,15
7505,12502.883,*,6
7506,12318.725,*,17
7507,14421.083,*,19
7508,17990.969,*,19
7509,11251.445,*,13
7510,11208.57,*,12
7511,10483.608,*,13
7512,9876.016,*,12
7513,14763.254,*,9
7514,6921.085,60,7
7515,6878.155,68,8
7516,13646.877,*,9
7517,13084.977,*,20
7518,11714.073,*,12
7519,12311.136,*,17
7520,10618.947,*,3
7521,11640.107,*,10
7522,11556.749,*,9
7523,11513.758,*,9
7524,8874.754,*,14
7525,12238.576,*,18
7526,11265.252,*,14
7527,11222.203,*,14
7528,8139.19,*,11
7529,8096.091,*,11
7530,21322.115,*,20
7531,14292.629,*,19
7532,14302.501,*,5
7533,8118.778,*,8
7534,12537.238,*,3
7535,6778.495,26,6
7536,8554.534,*,9
7537,14915.292,*,4
7538,11763.04,*,14
7539,12796.327,*,17
7540,15757.894,*,10
7541,15203.057,*,13
7542,12890.411,*,13
7543,11515.286,*,10
7544,11108.339,*,6
7545,11703.635,*,10
7546,15204.58,*,9
7547,12842.616,*,2
7548,9484.351,52,6
7549,10682.375,*,7
7550,12361.698,*,7
7551,7297.76,*,6
7552,5867.764,18,4
7553,17481.346,*,13
7554,11363.996,*,11
7555,9396.463,*,9
7556,12394.545,*,5
7557,9078.217,26,6
7558,9904.954,18,4
7559,15094.953,*,2
7560,17097.636,*,20
7561,10200.256,*,15
7562,19003.317,*,20
7563,8680.524,10,2
7564,8636.649,14,3
7565,13748.35,*,11
7566,15857.672,*,12
7567,6778.693,*,13
7568,6734.786,*,13
7569,10137.36,*,6
7570,9153.747,10,2
7571,11696.671,*,7
7572,14368.055,*,12
7573,16179.693,*,12
7574,10856.437,*,4
7575,10811.172,*,8
7576,12572.11,*,3
7577,8715.921,*,9
7578,8671.805,*,8
7579,10311.015,*,7
7580,15750.353,*,12
7581,9049.222,2,0
7582,9005.069,6,1
7583,5919.757,26,6
7584,12465.948,*,17
7585,13532.857,*,15
7586,9715.812,*,10
7587,14836.732,*,20
7588,7173.394,*,8
7589,7129.144,*,7
7590,10585.279,*,5
7591,10541.024,*,4
7592,12203.851,*,3
7593,11437.142,*,17
7594,12865.492,*,14
7595,15709.664,*,19
7596,9536.233,22,5
7597,13966.987,*,2
7598,9592.16,22,5
7599,9505.194,*,14
7600,9460.83,*,14
7601,12208.468,*,6
7602,10755.947,*,6
7603,6646.383,*,11
7604,9678.982,*,6
7605,13956.859,*,9
7606,10318.501,*,10
7607,11825.622,*,17
7608,15242.632,*,6
7609,15970.481,*,11
7610,10539.141,*,5
7611,11683.84,*,5
7612,13420.015,*,5
7613,12316.777,*,4
7614,10901.482,*,6
7615,10510.556,*,7
7616,12931.892,*,6
7617,10148.903,*,12
7618,16266.553,*,11
7619,14074.47,*,1
7620,11840.049,*,9
7621,11283.414,*,16
7622,11238.596,*,15
7623,13037.678,*,11
7624,16169.059,*,11
7625,11306.96,*,8
7626,12946.828,*,14
7627,9345.507,*,6
7628,9887.718,*,8
7629,9842.823,*,7
7630,13034.504,*,2
7631,13286.036,*,8
7632,10310.131,*,5
7633,14712.767,*,12
7634,15472.187,*,20
7635,14503.295,*,0
7636,14458.244,*,1
7637,11603.921,*,10
7638,14132.143,*,4
7639,18810.784,*,15
7640,13329.52,*,5
7641,11982.796,*,9
7642,13264.301,*,5
7643,10192.833,*,4
7644,15996.617,*,17
7645,4586.817,*,8
7646,4541.639,*,9
7647,16372.606,*,20
7648,8428.733,*,9
7649,8383.523,*,8
7650,17702.086,*,19
7651,12331.154,*,5
7652,11605.124,*,9
7653,15034.413,*,16
7654,14752.379,*,18
7655,5423.235,38,9
7656,13577.25,*,3
7657,12131.926,*,16
7658,13023.019,*,6
7659,12977.608,*,6
7660,14115.595,*,18
7661,8870.84,*,10
7662,8919.278,*,13
7663,15896.755,*,20
7664,14360.324,*,10
7665,14314.776,*,9
7666,12569.19,*,18
7667,12356.291,*,10
7668,14583.272,*,12
7669,12838.262,*,1
7670,15835.892,*,18
7671,15214.617,*,20
7672,15578.649,*,10
7673,12858.433,*,12
7674,11120.56,*,8
7675,11730.118,*,14
7676,12335.712,*,11
7677,11497.251,*,11
7678,16101.309,*,13
7679,10696.046,*,11
7680,10650.131,*,12
7681,13282.5,*,9
7682,10341.786,*,6
7683,10295.761,*,5
7684,13661.892,*,8
7685,14122.944,*,13
7686,11557.754,*,10
7687,14886.905,*,7
7688,13991.396,*,2
7689,13945.26,*,2
7690,14207.243,*,18
7691,11353.162,*,9
7692,13357.174,*,16
7693,8087.322,*,12
7694,6871.278,*,12
7695,6825.038,*,11
7696,10953.865,*,12
7697,12858.87,*,18
7698,7857.689,*,8
7699,7811.391,*,9
7700,15001.996,*,9
7701,10837.709,*,12
7702,7784.878,*,15
7703,7738.534,*,15
7704,13674.91,*,7
7705,13628.557,*,7
7706,13730.248,*,12
7707,11147.812,*,9
7708,8724.699,*,8
7709,12538.26,*,12
7710,7857.839,*,10
7711,12302.178,*,17
7712,11637.241,*,12
7713,14407.358,*,8
7714,9101.381,10,2
7715,13808.452,*,10
7716,13506.604,*,18
7717,14348.577,*,1
7718,13767.863,*,4
7719,8219.313,*,18
7720,8172.653,*,17
7721,10274.643,*,2
7722,10227.942,*,3
7723,13323.173,*,1
7724,13276.468,*,1
7725,5905.651,*,12
7726,5858.946,*,12
7727,10056.183,*,3
7728,14831.315,*,4
7729,14658.9,*,10
7730,9504.88,14,3
7731,9457.968,14,3
7732,10225.374,*,14
7733,7939.25,30,7
7734,12117.023,*,14
7735,10091.999,*,8
7736,13071.335,*,4
7737,8556.164,22,5
7738,8509.021,18,4
7739,8986.198,*,12
7740,8381.577,*,10
7741,11187.34,*,9
7742,15518.344,*,11
7743,10630.597,*,5
7744,10441.234,*,16
7745,7241.086,*,12
7746,7193.72,*,11
7747,11409.95,*,3
7748,10463.822,*,13
7749,12374.528,*,1
7750,12327.048,*,1
7751,8212.995,44,5
7752,8159.487,*,8
7753,14281.691,*,18
7754,11035.105,*,15
7755,10987.556,*,16
7756,14521.049,*,20
7757,10052.301,*,5
7758,9899.281,*,11
7759,6387.126,*,7
7760,6339.427,*,6
7761,11750.95,*,3
7762,12934.302,*,5
7763,13794.255,*,15
7764,11869.855,*,19
7765,10745.762,*,6
7766,10697.975,*,5
7767,9935.514,*,7
7768,9906.861,*,13
7769,9313.737,*,11
7770,9265.886,*,10
7771,13484.752,*,7
7772,6310.162,*,11
7773,6262.306,*,10
7774,14654.651,*,18
7775,9940.141,*,15
7776,9892.223,*,16
7777,12558.504,*,9
7778,12510.585,*,9
7779,12198.129,*,16
7780,11559.35,*,15
7781,11847.186,*,12
7782,6385.065,*,9
7783,11719.217,*,9
7784,21356.376,*,20
7785,14189.086,*,16
7786,13341.885,*,7
7787,10879.757,*,11
7788,12470.469,*,17
7789,13201.288,*,20
7790,13153.059,*,19
7791,9750.326,26,6
7792,8764.214,*,10
7793,15386.841,*,9
7794,14881.92,*,1
7795,14833.594,*,0
7796,11947.41,*,4
7797,13253.004,*,12
7798,12737.505,*,5
7799,7623.098,*,10
7800,7574.613,*,11
7801,7939.503,*,12
7802,7899.643,*,5
7803,7851.112,*,4
7804,10851.214,*,5
7805,10802.595,*,4
7806,14755.666,*,8
7807,9816.015,*,13
7808,9767.308,*,14
7809,7687.96,10,2
7810,7639.22,10,2
7811,13862.318,*,16
7812,12520.722,*,11
7813,6515.648,42,10
7814,19521.269,*,17
7815,4307.224,34,8
7816,11237.652,*,4
7817,10744.994,*,10
7818,4020.595,22,5
7819,3971.648,26,6
7820,12746.878,*,8
7821,10303.052,*,8
7822,8085.464,*,12
7823,5134.337,*,10
7824,5085.239,*,9
7825,11710.215,*,5
7826,13507.582,*,5
7827,12220.045,*,10
7828,14055.727,*,6
7829,11394.404,*,5
7830,11413.207,*,12
7831,15931.31,*,20
7832,10656.624,*,14
7833,7652.546,30,7
7834,5072.6,*,11
7835,5023.325,*,11
7836,14004.467,*,11
7837,11620.893,*,12
7838,8238.513,34,8
7839,8189.204,34,8
7840,9645.162,*,9
7841,9595.816,*,9
7842,16758.093,*,20
7843,9129.746,*,13
7844,12474.485,*,3
7845,5970.47,34,8
7846,5921.087,30,7
7847,12127.081,*,16
7848,12077.69,*,17
7849,8380.339,*,9
7850,10590.453,*,4
7851,12579.906,*,14
7852,14706.162,*,16
7853,9125.045,52,6
7854,9075.561,60,7
7855,7330.252,22,5
7856,11861.634,*,13
7857,10150.716,*,14
7858,11508.82,*,5
7859,8382.415,*,6
7860,8332.819,*,5
7861,13924.112,*,16
7862,10853.007,*,15
7863,10803.379,*,14
7864,10405.024,*,4
7865,12185.054,*,10
7866,9750.18,*,12
7867,11681.444,*,14
7868,13713.301,*,6
7869,13688.781,*,2
7870,12574.418,*,9
7871,12158.744,*,16
7872,10410.687,*,8
7873,11241.652,*,9
7874,10403.453,*,9
7875,15613.023,*,13
7876,10534.319,*,11
7877,11344.196,*,1
7878,6728.375,22,5
7879,10407.595,*,14
7880,10357.449,*,15
7881,13908.24,*,5
7882,10558.212,*,11
7883,14623.005,*,20
7884,9866.512,*,12
7885,6689.002,44,5
7886,12152.762,*,8
7887,10390.077,*,12
7888,13206.412,*,17
7889,9935.514,60,7
7890,9884.79,52,6
7891,11354.597,*,10
7892,11324.044,*,15
7893,9682.951,*,11
7894,13623.371,*,12
7895,12524.038,*,16
7896,12473.253,*,16
7897,9604.582,*,9
7898,12530.262,*,7
7899,14450.624,*,9
7900,7435.572,*,7
7901,7851.112,18,4
7902,10085.143,*,7
7903,14161.914,*,20
7904,5751.739,10,2
7905,13146.261,*,10
7906,14068.07,*,7
7907,8642.667,*,12
7908,8591.627,*,12
7909,14936.273,*,5
7910,12419.908,*,9
7911,6641.159,38,9
7912,11918.585,*,8
7913,10435.123,*,4
7914,12811.064,*,4
7915,1174.324,26,6
7916,1122.982,22,5
7917,9044.251,*,9
7918,9458.449,*,15
7919,6883.825,*,12
7920,8808.012,*,9
7921,12349.001,*,19
7922,12297.476,*,19
7923,12206.601,*,8
7924,14156.332,*,2
7925,12206.599,*,9
7926,9165.949,*,5
7927,6212.261,18,4
7928,12723.936,*,15
7929,14460.744,*,20
7930,15075.997,*,5
7931,10803.425,*,8
7932,10751.672,*,14
7933,11755.359,*,10
7934,4284.237,42,10
7935,4232.495,42,10
7936,10590.887,*,6
7937,9838.4,*,14
7938,13070.079,*,5
7939,10696.864,*,12
7940,5958.95,44,5
7941,5907.113,44,5
7942,8432.212,*,8
7943,14686.732,*,19
7944,11283.828,*,13
7945,9548.686,*,6
7946,7871.751,*,9
7947,7819.797,*,8
7948,14391.423,*,10
7949,6504.151,44,5
7950,6452.032,52,6
7951,6348.172,*,10
7952,6296.02,*,11
7953,12562.148,*,1
7954,10795.039,*,18
7955,12407.959,*,11
7956,14351.691,*,18
7957,14829.653,*,0
7958,7486.202,36,4
7959,7433.934,28,3
7960,12389.102,*,7
7961,11099.508,*,7
7962,9632.471,*,13
7963,9177.359,44,5
7964,12086.707,*,10
7965,10781.573,*,15
7966,15666.652,*,2
7967,11611.12,*,10
7968,8435.948,*,9
7969,15172.863,*,9
7970,12173.53,*,13
7971,12379.859,*,3
7972,8990.387,34,8
7973,8937.809,34,8
7974,11849.747,*,7
7975,11637.291,*,5
7976,12223.271,*,17
7977,4869.113,*,12
7978,4816.473,*,13
7979,11260.687,*,16
7980,11207.96,*,15
7981,12683.415,*,4
7982,12040.375,*,7
7983,8822.576,44,5
7984,10805.75,*,5
7985,11564.281,*,16
7986,8509.092,6,1
7987,6580.988,*,11
7988,6527.985,*,12
7989,15547.922,*,10
7990,7317.221,12,1
7991,7264.12,20,2
7992,11880.292,*,4
7993,8701.239,*,9
7994,10850.716,*,17
7995,10797.512,*,16
7996,19733.339,*,18
7997,10193.862,*,6
7998,14851.246,*,4
7999,13926.035,*,18
8000,12158.38,*,4
8001,13635.445,*,2
8002,11844.739,*,10
8003,10146.891,*,14
8004,10526.861,*,14
8005,10473.485,*,13
8006,12602.289,*,14
8007,8884.841,*,12
8008,15453.189,*,13
8009,13884.644,*,11
8010,5898.037,38,9
8011,5844.532,38,9
8012,12464.575,*,16
8013,13874.234,*,15
8014,11958.513,*,15
8015,10958.896,*,9
8016,6548.317,*,10
8017,15119.188,*,8
8018,8045.273,*,10
8019,7911.55,*,11
8020,9183.798,*,9
8021,12964.103,*,15
8022,13558.553,*,5
8023,15696.149,*,19
8024,15247.069,*,8
8025,10689.101,*,14
8026,11487.884,*,5
8027,11389.637,*,4
8028,11941.792,*,9
8029,7744.326,*,12
8030,7690.302,*,11
8031,11975.282,*,6
8032,12197.393,*,7
8033,10170.852,*,17
8034,12787.616,*,16
8035,18960.402,*,20
8036,3545.458,38,9
8037,3491.3,38,9
8038,13377.358,*,1
8039,13151.448,*,14
8040,13469.302,*,2
8041,5971.534,34,8
8042,5917.292,34,8
8043,10472.584,*,14
8044,13348.003,*,1
8045,4729.563,60,7
8046,13096.602,*,5
8047,9634.59,*,13
8048,9690.962,30,7
8049,7612.924,*,9
8050,7558.388,*,9
8051,11823.99,*,2
8052,9065.092,*,8
8053,9010.511,*,7
8054,13098.299,*,8
8055,9745.216,*,11
8056,9926.766,6,1
8057,9872.07,10,2
8058,13402.701,*,1
8059,10718.367,*,12
8060,21362.966,*,20
8061,13017.248,*,2
8062,7450.695,10,2
8063,7395.887,14,3
8064,12062.23,*,6
8065,11604.509,*,11
8066,14129.45,*,1
8067,14074.46,*,1
8068,12333.439,*,16
8069,12278.422,*,16
8070,14365.329,*,6
8071,8632.612,18,4
8072,12142.523,*,1
8073,11707.952,*,13
8074,8006.839,34,8
8075,7951.745,30,7
8076,10140.373,*,14
8077,10857.556,*,4
8078,13326.751,*,20
8079,9836.953,*,15
8080,8393.457,30,7
8081,8338.01,30,7
8082,8643.004,*,9
8083,7128.353,26,6
8084,7072.786,26,6
8085,12884.212,*,18
8086,10029.433,*,11
8087,5248.858,34,8
8088,5193.167,34,8
8089,9941.485,*,3
8090,9885.788,*,2
8091,10417.778,*,14
8092,11199.226,*,9
8093,21334.916,*,20
8094,13619.18,*,6
8095,7469.655,34,8
8096,10366.953,*,5
8097,12598.615,*,10
8098,11227.866,*,13
8099,10234.537,*,14
8100,14326.767,*,17
8101,9636.857,22,5
8102,16834.714,*,12
8103,7038.953,6,1
8104,10834.576,*,14
8105,5576.377,6,1
8106,10470.581,*,15
8107,11296.602,*,4
8108,7129.144,30,7
8109,14936.763,*,1
8110,6330.73,*,6
8111,8475.774,44,5
8112,8419.377,36,4
8113,14959.158,*,1
8114,14902.737,*,1
8115,12013.63,*,19
8116,11957.188,*,20
8117,8230.098,76,9
8118,8173.647,76,9
8119,12442.149,*,1
8120,8458.739,18,4
8121,4656.268,30,7
8122,4599.739,30,7
8123,2861.276,34,8
8124,2804.739,34,8
8125,9453.109,*,10
8126,10812.605,*,6
8127,10043.992,*,8
8128,13519.75,*,1
8129,10806.027,*,4
8130,12534.324,*,4
8131,11826.407,*,1
8132,5360.856,30,7
8133,5303.89,30,7
8134,12523.201,*,14
8135,14731.167,*,20
8136,5698.401,34,8
8137,10406.521,*,14
8138,9574.849,*,17
8139,9517.541,*,16
8140,8892.359,*,14
8141,7062.604,60,7
8142,11364.399,*,9
8143,11656.613,*,13
8144,10383.219,*,13
8145,14136.2,*,3
8146,11045.09,*,15
8147,13520.603,*,2
8148,6396.968,26,6
8149,14807.582,*,20
8150,14749.975,*,20
8151,12406.652,*,19
8152,10398.161,*,2
8153,8361.679,28,3
8154,12062.972,*,10
8155,8670.414,*,12
8156,8612.53,*,12
8157,12451.794,*,20
8158,10945.236,*,9
8159,11462.648,*,15
8160,4964.254,34,8
8161,11323.66,*,15
8162,10045.297,*,9
8163,13902.093,*,7
8164,11927.876,*,18
8165,8321.834,*,15
8166,8263.81,*,16
8167,7800.73,26,6
8168,12205.864,*,4
8169,6979.19,52,6
8170,7180.941,*,8
8171,8675.657,42,10
8172,15345.429,*,6
8173,9408.457,*,6
8174,10994.921,*,7
8175,14713.724,*,19
8176,12627.825,*,19
8177,11297.241,*,15
8178,9245.378,*,8
8179,2236.727,30,7
8180,2177.862,30,7
8181,10857.446,*,1
8182,10798.532,*,0
8183,13766.673,*,7
8184,8894.632,*,9
8185,15918.065,*,1
8186,15858.93,*,2
8187,11525.995,*,6
8188,10355.005,*,5
8189,11858.254,*,20
8190,4813.709,26,6
8191,4754.273,26,6
8192,7773.328,*,8
8193,12178.52,*,9
8194,12119.08,*,8
8195,4124.668,26,6
8196,4065.196,26,6
8197,10543.183,*,12
8198,8684.343,36,4
8199,12288.591,*,4
8200,9884.79,*,6
8201,10619.225,*,17
8202,10618.149,*,6
8203,10713.249,*,14
8204,12083.37,*,10
8205,11311.653,*,15
8206,15209.387,*,16
8207,8541.203,*,11
8208,4571.888,30,7
8209,4511.849,26,6
8210,12510.392,*,13
8211,5022.223,*,9
8212,4962.16,*,10
8213,10776.254,*,2
8214,14794.132,*,2
8215,9449.791,*,15
8216,13707.108,*,19
8217,10203.255,*,11
8218,10847.37,*,13
8219,10382.748,*,12
8220,8441.871,*,11
8221,7390.605,22,5
8222,16838.97,*,12
8223,8276.19,18,4
8224,10374.61,*,5
8225,8783.937,*,13
8226,10300.233,*,9
8227,10420.907,*,16
8228,10360.375,*,15
8229,12909.437,*,15
8230,9070.672,*,12
8231,12414.4,*,5
8232,12353.734,*,4
8233,12179.756,*,7
8234,10768.864,*,2
8235,12203.189,*,6
8236,14659.012,*,18
8237,7252.22,*,10
8238,7191.29,*,11
8239,14965.553,*,3
8240,1676.769,26,6
8241,1615.666,26,6
8242,8878.454,14,3
8243,9670.286,*,9
8244,10514.044,*,9
8245,14855.332,*,1
8246,9966.314,*,4
8247,9904.954,*,4
8248,2545.426,6,1
8249,2484.051,6,1
8250,11491.24,*,10
8251,12861.217,*,6
8252,13959.799,*,20
8253,10215.132,*,6
8254,8570.683,22,5
8255,9590.585,*,15
8256,9528.832,*,14
8257,6389.53,36,4
8258,6327.767,44,5
8259,11224.771,*,4
8260,12096.929,*,16
8261,11124.863,*,11
8262,11622.619,*,2
8263,14624.1,*,7
8264,9753.971,*,14
8265,8379.715,*,10
8266,8088.183,22,5
8267,9059.798,22,5
8268,11529.451,*,1
8269,3658.512,22,5
8270,7766.166,22,5
8271,7703.839,22,5
8272,9298.074,*,14
8273,9235.7,*,13
8274,6993.077,18,4
8275,6930.67,18,4
8276,7399.559,68,8
8277,7336.971,68,8
8278,10962.547,*,15
8279,16101.199,*,11
8280,9446.628,26,6
8281,2637.954,38,9
8282,2575.011,34,8
8283,9733.252,*,10
8284,12496.707,*,10
8285,8950.577,*,9
8286,8204.969,22,5
8287,1186.185,22,5
8288,13246.223,*,5
8289,9650.22,14,3
8290,9586.98,14,3
8291,8301.55,36,4
8292,12942.31,*,20
8293,3824.558,22,5
8294,13672.351,*,6
8295,10067.145,*,1
8296,10003.776,*,1
8297,10187.193,*,8
8298,7669.483,60,7
8299,10312.356,*,5
8300,13359.133,*,18
8301,5939.037,22,5
8302,13445.508,*,20
8303,3927.706,18,4
8304,3864.048,18,4
8305,9815.418,10,2
8306,12374.094,*,19
8307,12310.298,*,20
8308,10309.281,*,16
8309,6105.34,22,5
8310,12990.536,*,4
8311,9704.126,*,14
8312,8306.141,68,8
8313,8242.094,60,7
8314,8587.542,*,13
8315,11447.264,*,16
8316,11383.199,*,16
8317,4959.345,10,2
8318,6669.928,14,3
8319,6605.768,14,3
8320,13126.783,*,3
8321,10129.598,*,6
8322,21372.593,*,20
8323,10675.982,*,7
8324,14096.576,*,20
8325,10613.402,*,5
8326,5189.799,*,13
8327,5125.145,*,12
8328,8332.819,22,5
8329,8006.839,*,8
8330,13908.523,*,20
8331,12226.379,*,8
8332,5951.822,14,3
8333,769.459,18,4
8334,8577.482,*,12
8335,11973.165,*,14
8336,6515.648,*,10
8337,3596.965,14,3
8338,3531.619,14,3
8339,13629.938,*,17
8340,8497.642,34,8
8341,8432.212,34,8
8342,9852.712,*,10
8343,9787.273,*,11
8344,6424.408,10,2
8345,6358.853,10,2
8346,7461.531,14,3
8347,7413.706,*,8
8348,11595.153,*,0
8349,6865.072,26,6
8350,15551.716,*,10
8351,5778.748,38,9
8352,11074.236,*,15
8353,10742.608,*,10
8354,15028.913,*,2
8355,11637.492,*,7
8356,7297.76,26,6
8357,7231.619,26,6
8358,13533.797,*,20
8359,10450.895,*,9
8360,10384.569,*,10
8361,11132.845,*,9
8362,2726.227,10,2
8363,3005.198,18,4
8364,2938.783,14,3
8365,5832.727,36,4
8366,5766.293,44,5
8367,10519.745,*,11
8368,2398.745,34,8
8369,2332.289,38,9
8370,10018.792,*,5
8371,9730.26,*,7
8372,10801.918,*,8
8373,11993.724,*,16
8374,4897.569,30,7
8375,3345.707,10,2
8376,3279.021,10,2
8377,430.645,14,3
8378,363.898,14,3
8379,11942.405,*,16
8380,7464.994,30,7
8381,15494.038,*,20
8382,12616.505,*,5
8383,12141.699,*,17
8384,8657.668,*,7
8385,10289.613,*,3
8386,9561.236,*,6
8387,9435.451,*,9
8388,13015.147,*,18
8389,10995.304,*,18
8390,10928.063,*,19
8391,10870.65,*,15
8392,8173.647,*,9
8393,9128.973,18,4
8394,2867.254,14,3
8395,2799.814,18,4
8396,8974.23,26,6
8397,7966.896,36,4
8398,7899.41,44,5
8399,11369.554,*,18
8400,9545.081,*,13
8401,9477.4,*,13
8402,11568.799,*,18
8403,7790.444,28,3
8404,7722.67,36,4
8405,14723.045,*,19
8406,11234.542,*,20
8407,7554.432,*,7
8408,13620.821,*,1
8409,173.233,10,2
8410,105.176,10,2
8411,5491.377,*,10
8412,5423.235,*,9
8413,5709.107,60,7
8414,5640.936,52,6
8415,13025.109,*,7
8416,8153.886,*,11
8417,10118.651,*,9
8418,10936.75,*,5
8419,10540.815,*,3
8420,11662.479,*,16
8421,8615.673,36,4
8422,8518.852,*,12
8423,9741.841,*,10
8424,4503.149,34,8
8425,10668.413,*,10
8426,9414.394,44,5
8427,9345.507,52,6
8428,9018.574,*,17
8429,8306.141,*,8
8430,8237.091,*,7
8431,11235.694,*,18
8432,13025.969,*,7
8433,4798.649,68,8
8434,10025.381,*,1
8435,10106.113,*,4
8436,12567.823,*,3
8437,3679.061,44,5
8438,3609.838,44,5
8439,9335.119,*,9
8440,12144.268,*,19
8441,11277.219,*,20
8442,13741.77,*,5
8443,5967.548,38,9
8444,14111.763,*,18
8445,9557.144,*,13
8446,10315.216,*,15
8447,9698.285,*,15
8448,10101.538,*,6
8449,7042.208,*,9
8450,12016.665,*,0
8451,7008.598,34,8
8452,13256.681,*,20
8453,15011.066,*,19
8454,3799.287,22,5
8455,11862.966,*,7
8456,9534.109,*,10
8457,10408.176,*,17
8458,7327.042,*,11
8459,11164.918,*,17
8460,4586.817,68,8
8461,8697.967,*,9
8462,8026.001,*,5
8463,9521.088,18,4
8464,7079.375,*,11
8465,7691.962,*,14
8466,7620.818,*,15
8467,9872.07,*,2
8468,9800.786,*,2
8469,8295.681,38,9
8470,8224.369,34,8
