id,energy,na,na,lifetime,na,na,na,na
1118,1.58E+04,165,82,-1.00E+00,2,f,3,a3Piu
1119,1.61E+04,165,82,-1.00E+00,3,f,3,a3Piu
1120,1.58E+04,167,83,-1.00E+00,1,e,3,a3Piu
1121,1.61E+04,167,83,-1.00E+00,2,e,3,a3Piu
1122,1.63E+04,167,83,-1.00E+00,3,e,3,a3Piu
1123,1.61E+04,169,84,-1.00E+00,1,f,3,a3Piu
1124,1.63E+04,169,84,-1.00E+00,2,f,3,a3Piu
1125,1.66E+04,169,84,-1.00E+00,3,f,3,a3Piu
1126,1.63E+04,171,85,-1.00E+00,1,e,3,a3Piu
1127,1.66E+04,171,85,-1.00E+00,2,e,3,a3Piu
1128,1.68E+04,171,85,-1.00E+00,3,e,3,a3Piu
1129,1.66E+04,173,86,-1.00E+00,1,f,3,a3Piu
1130,1.68E+04,173,86,-1.00E+00,2,f,3,a3Piu
1131,1.71E+04,173,86,-1.00E+00,3,f,3,a3Piu
1132,1.68E+04,175,87,-1.00E+00,1,e,3,a3Piu
1133,1.71E+04,175,87,-1.00E+00,2,e,3,a3Piu
1134,1.73E+04,175,87,-1.00E+00,3,e,3,a3Piu
1135,1.71E+04,177,88,-1.00E+00,1,f,3,a3Piu
1136,1.73E+04,177,88,-1.00E+00,2,f,3,a3Piu
1137,1.76E+04,177,88,-1.00E+00,3,f,3,a3Piu
1138,1.73E+04,179,89,-1.00E+00,1,e,3,a3Piu
1139,1.76E+04,179,89,-1.00E+00,2,e,3,a3Piu
1140,1.79E+04,179,89,-1.00E+00,3,e,3,a3Piu
1141,1.76E+04,181,90,-1.00E+00,1,f,3,a3Piu
1142,1.79E+04,181,90,-1.00E+00,2,f,3,a3Piu
1143,1.81E+04,181,90,-1.00E+00,3,f,3,a3Piu
1144,1.79E+04,183,91,-1.00E+00,1,e,3,a3Piu
1145,1.81E+04,183,91,-1.00E+00,2,e,3,a3Piu
1146,1.84E+04,183,91,-1.00E+00,3,e,3,a3Piu
1147,1.81E+04,185,92,-1.00E+00,1,f,3,a3Piu
1148,1.84E+04,185,92,-1.00E+00,2,f,3,a3Piu
1149,1.87E+04,185,92,-1.00E+00,3,f,3,a3Piu
1150,1.84E+04,187,93,-1.00E+00,1,e,3,a3Piu
1151,1.87E+04,187,93,-1.00E+00,2,e,3,a3Piu
1152,1.89E+04,187,93,-1.00E+00,3,e,3,a3Piu
1153,1.87E+04,189,94,-1.00E+00,1,f,3,a3Piu
1154,1.89E+04,189,94,-1.00E+00,2,f,3,a3Piu
1155,1.92E+04,189,94,-1.00E+00,3,f,3,a3Piu
1156,1.89E+04,191,95,-1.00E+00,1,e,3,a3Piu
1157,1.92E+04,191,95,-1.00E+00,2,e,3,a3Piu
1158,1.95E+04,191,95,-1.00E+00,3,e,3,a3Piu
1159,1.92E+04,193,96,-1.00E+00,1,f,3,a3Piu
1160,1.95E+04,193,96,-1.00E+00,2,f,3,a3Piu
1161,1.98E+04,193,96,-1.00E+00,3,f,3,a3Piu
1162,1.95E+04,195,97,-1.00E+00,1,e,3,a3Piu
1163,1.98E+04,195,97,-1.00E+00,2,e,3,a3Piu
1164,2.01E+04,195,97,-1.00E+00,3,e,3,a3Piu
1165,6.96E+03,1,0,-1.00E+00,3,f,4,a3Piu
1166,6.95E+03,3,1,-1.00E+00,2,e,4,a3Piu
1167,6.97E+03,3,1,-1.00E+00,3,e,4,a3Piu
1168,6.94E+03,5,2,-1.00E+00,1,f,4,a3Piu
1169,6.96E+03,5,2,-1.00E+00,2,f,4,a3Piu
1170,6.98E+03,5,2,-1.00E+00,3,f,4,a3Piu
1171,6.94E+03,7,3,-1.00E+00,1,e,4,a3Piu
1172,6.97E+03,7,3,-1.00E+00,2,e,4,a3Piu
1173,6.99E+03,7,3,-1.00E+00,3,e,4,a3Piu
1174,6.95E+03,9,4,-1.00E+00,1,f,4,a3Piu
1175,6.98E+03,9,4,-1.00E+00,2,f,4,a3Piu
1176,7.00E+03,9,4,-1.00E+00,3,f,4,a3Piu
1177,6.97E+03,11,5,-1.00E+00,1,e,4,a3Piu
1178,6.99E+03,11,5,-1.00E+00,2,e,4,a3Piu
1179,7.02E+03,11,5,-1.00E+00,3,e,4,a3Piu
1180,6.98E+03,13,6,-1.00E+00,1,f,4,a3Piu
1181,7.01E+03,13,6,-1.00E+00,2,f,4,a3Piu
1182,7.04E+03,13,6,-1.00E+00,3,f,4,a3Piu
1183,7.00E+03,15,7,-1.00E+00,1,e,4,a3Piu
1184,7.03E+03,15,7,-1.00E+00,2,e,4,a3Piu
1185,7.06E+03,15,7,-1.00E+00,3,e,4,a3Piu
1186,7.03E+03,17,8,-1.00E+00,1,f,4,a3Piu
1187,7.06E+03,17,8,-1.00E+00,2,f,4,a3Piu
1188,7.09E+03,17,8,-1.00E+00,3,f,4,a3Piu
1189,7.05E+03,19,9,-1.00E+00,1,e,4,a3Piu
1190,7.09E+03,19,9,-1.00E+00,2,e,4,a3Piu
1191,7.12E+03,19,9,-1.00E+00,3,e,4,a3Piu
1192,7.08E+03,21,10,-1.00E+00,1,f,4,a3Piu
1193,7.12E+03,21,10,-1.00E+00,2,f,4,a3Piu
1194,7.16E+03,21,10,-1.00E+00,3,f,4,a3Piu
1195,7.11E+03,23,11,-1.00E+00,1,e,4,a3Piu
1196,7.15E+03,23,11,-1.00E+00,2,e,4,a3Piu
1197,7.19E+03,23,11,-1.00E+00,3,e,4,a3Piu
1198,7.15E+03,25,12,-1.00E+00,1,f,4,a3Piu
1199,7.19E+03,25,12,-1.00E+00,2,f,4,a3Piu
1200,7.23E+03,25,12,-1.00E+00,3,f,4,a3Piu
1201,7.18E+03,27,13,-1.00E+00,1,e,4,a3Piu
1202,7.23E+03,27,13,-1.00E+00,2,e,4,a3Piu
1203,7.28E+03,27,13,-1.00E+00,3,e,4,a3Piu
1204,7.23E+03,29,14,-1.00E+00,1,f,4,a3Piu
1205,7.27E+03,29,14,-1.00E+00,2,f,4,a3Piu
1206,7.32E+03,29,14,-1.00E+00,3,f,4,a3Piu
1207,7.27E+03,31,15,-1.00E+00,1,e,4,a3Piu
1208,7.32E+03,31,15,-1.00E+00,2,e,4,a3Piu
1209,7.37E+03,31,15,-1.00E+00,3,e,4,a3Piu
1210,7.32E+03,33,16,-1.00E+00,1,f,4,a3Piu
1211,7.37E+03,33,16,-1.00E+00,2,f,4,a3Piu
1212,7.42E+03,33,16,-1.00E+00,3,f,4,a3Piu
1213,7.37E+03,35,17,-1.00E+00,1,e,4,a3Piu
1214,7.42E+03,35,17,-1.00E+00,2,e,4,a3Piu
1215,7.48E+03,35,17,-1.00E+00,3,e,4,a3Piu
1216,7.42E+03,37,18,-1.00E+00,1,f,4,a3Piu
1217,7.48E+03,37,18,-1.00E+00,2,f,4,a3Piu
1218,7.54E+03,37,18,-1.00E+00,3,f,4,a3Piu
1219,7.47E+03,39,19,-1.00E+00,1,e,4,a3Piu
1220,7.54E+03,39,19,-1.00E+00,2,e,4,a3Piu
1221,7.60E+03,39,19,-1.00E+00,3,e,4,a3Piu
1222,7.53E+03,41,20,-1.00E+00,1,f,4,a3Piu
1223,7.60E+03,41,20,-1.00E+00,2,f,4,a3Piu
1224,7.67E+03,41,20,-1.00E+00,3,f,4,a3Piu
1225,7.60E+03,43,21,-1.00E+00,1,e,4,a3Piu
1226,7.66E+03,43,21,-1.00E+00,2,e,4,a3Piu
1227,7.73E+03,43,21,-1.00E+00,3,e,4,a3Piu
1228,7.66E+03,45,22,-1.00E+00,1,f,4,a3Piu
1229,7.73E+03,45,22,-1.00E+00,2,f,4,a3Piu
1230,7.81E+03,45,22,-1.00E+00,3,f,4,a3Piu
1231,7.73E+03,47,23,-1.00E+00,1,e,4,a3Piu
1232,7.80E+03,47,23,-1.00E+00,2,e,4,a3Piu
1233,7.88E+03,47,23,-1.00E+00,3,e,4,a3Piu
1234,7.80E+03,49,24,-1.00E+00,1,f,4,a3Piu
1235,7.88E+03,49,24,-1.00E+00,2,f,4,a3Piu
1236,7.96E+03,49,24,-1.00E+00,3,f,4,a3Piu
1237,7.88E+03,51,25,-1.00E+00,1,e,4,a3Piu
1238,7.95E+03,51,25,-1.00E+00,2,e,4,a3Piu
1239,8.04E+03,51,25,-1.00E+00,3,e,4,a3Piu
1240,7.95E+03,53,26,-1.00E+00,1,f,4,a3Piu
1241,8.04E+03,53,26,-1.00E+00,2,f,4,a3Piu
1242,8.12E+03,53,26,-1.00E+00,3,f,4,a3Piu
1243,8.03E+03,55,27,-1.00E+00,1,e,4,a3Piu
1244,8.12E+03,55,27,-1.00E+00,2,e,4,a3Piu
1245,8.21E+03,55,27,-1.00E+00,3,e,4,a3Piu
1246,8.12E+03,57,28,-1.00E+00,1,f,4,a3Piu
1247,8.21E+03,57,28,-1.00E+00,2,f,4,a3Piu
1248,8.30E+03,57,28,-1.00E+00,3,f,4,a3Piu
1249,8.20E+03,59,29,-1.00E+00,1,e,4,a3Piu
1250,8.30E+03,59,29,-1.00E+00,2,e,4,a3Piu
1251,8.39E+03,59,29,-1.00E+00,3,e,4,a3Piu
1252,8.29E+03,61,30,-1.00E+00,1,f,4,a3Piu
1253,8.39E+03,61,30,-1.00E+00,2,f,4,a3Piu
1254,8.49E+03,61,30,-1.00E+00,3,f,4,a3Piu
1255,8.39E+03,63,31,-1.00E+00,1,e,4,a3Piu
1256,8.48E+03,63,31,-1.00E+00,2,e,4,a3Piu
1257,8.58E+03,63,31,-1.00E+00,3,e,4,a3Piu
1258,8.48E+03,65,32,-1.00E+00,1,f,4,a3Piu
1259,8.58E+03,65,32,-1.00E+00,2,f,4,a3Piu
1260,8.69E+03,65,32,-1.00E+00,3,f,4,a3Piu
1261,8.58E+03,67,33,-1.00E+00,1,e,4,a3Piu
1262,8.68E+03,67,33,-1.00E+00,2,e,4,a3Piu
1263,8.79E+03,67,33,-1.00E+00,3,e,4,a3Piu
1264,8.68E+03,69,34,-1.00E+00,1,f,4,a3Piu
1265,8.79E+03,69,34,-1.00E+00,2,f,4,a3Piu
1266,8.90E+03,69,34,-1.00E+00,3,f,4,a3Piu
1267,8.79E+03,71,35,-1.00E+00,1,e,4,a3Piu
1268,8.90E+03,71,35,-1.00E+00,2,e,4,a3Piu
1269,9.01E+03,71,35,-1.00E+00,3,e,4,a3Piu
1270,8.90E+03,73,36,-1.00E+00,1,f,4,a3Piu
1271,9.01E+03,73,36,-1.00E+00,2,f,4,a3Piu
1272,9.12E+03,73,36,-1.00E+00,3,f,4,a3Piu
1273,9.01E+03,75,37,-1.00E+00,1,e,4,a3Piu
1274,9.12E+03,75,37,-1.00E+00,2,e,4,a3Piu
1275,9.24E+03,75,37,-1.00E+00,3,e,4,a3Piu
1276,9.12E+03,77,38,-1.00E+00,1,f,4,a3Piu
1277,9.24E+03,77,38,-1.00E+00,2,f,4,a3Piu
1278,9.36E+03,77,38,-1.00E+00,3,f,4,a3Piu
1279,9.24E+03,79,39,-1.00E+00,1,e,4,a3Piu
1280,9.36E+03,79,39,-1.00E+00,2,e,4,a3Piu
1281,9.48E+03,79,39,-1.00E+00,3,e,4,a3Piu
1282,9.36E+03,81,40,-1.00E+00,1,f,4,a3Piu
1283,9.48E+03,81,40,-1.00E+00,2,f,4,a3Piu
1284,9.61E+03,81,40,-1.00E+00,3,f,4,a3Piu
1285,9.48E+03,83,41,-1.00E+00,1,e,4,a3Piu
1286,9.61E+03,83,41,-1.00E+00,2,e,4,a3Piu
1287,9.74E+03,83,41,-1.00E+00,3,e,4,a3Piu
1288,9.61E+03,85,42,-1.00E+00,1,f,4,a3Piu
1289,9.74E+03,85,42,-1.00E+00,2,f,4,a3Piu
1290,9.87E+03,85,42,-1.00E+00,3,f,4,a3Piu
1291,9.74E+03,87,43,-1.00E+00,1,e,4,a3Piu
1292,9.87E+03,87,43,-1.00E+00,2,e,4,a3Piu
1293,1.00E+04,87,43,-1.00E+00,3,e,4,a3Piu
1294,9.87E+03,89,44,-1.00E+00,1,f,4,a3Piu
1295,1.00E+04,89,44,-1.00E+00,2,f,4,a3Piu
1296,1.01E+04,89,44,-1.00E+00,3,f,4,a3Piu
1297,1.00E+04,91,45,-1.00E+00,1,e,4,a3Piu
1298,1.01E+04,91,45,-1.00E+00,2,e,4,a3Piu
1299,1.03E+04,91,45,-1.00E+00,3,e,4,a3Piu
1300,1.01E+04,93,46,-1.00E+00,1,f,4,a3Piu
1301,1.03E+04,93,46,-1.00E+00,2,f,4,a3Piu
1302,1.04E+04,93,46,-1.00E+00,3,f,4,a3Piu
1303,1.03E+04,95,47,-1.00E+00,1,e,4,a3Piu
1304,1.04E+04,95,47,-1.00E+00,2,e,4,a3Piu
1305,1.06E+04,95,47,-1.00E+00,3,e,4,a3Piu
1306,1.04E+04,97,48,-1.00E+00,1,f,4,a3Piu
1307,1.06E+04,97,48,-1.00E+00,2,f,4,a3Piu
1308,1.07E+04,97,48,-1.00E+00,3,f,4,a3Piu
1309,1.06E+04,99,49,-1.00E+00,1,e,4,a3Piu
1310,1.07E+04,99,49,-1.00E+00,2,e,4,a3Piu
1311,1.09E+04,99,49,-1.00E+00,3,e,4,a3Piu
1312,1.07E+04,101,50,-1.00E+00,1,f,4,a3Piu
1313,1.09E+04,101,50,-1.00E+00,2,f,4,a3Piu
1314,1.10E+04,101,50,-1.00E+00,3,f,4,a3Piu
1315,1.09E+04,103,51,-1.00E+00,1,e,4,a3Piu
1316,1.10E+04,103,51,-1.00E+00,2,e,4,a3Piu
1317,1.12E+04,103,51,-1.00E+00,3,e,4,a3Piu
1318,1.10E+04,105,52,-1.00E+00,1,f,4,a3Piu
1319,1.12E+04,105,52,-1.00E+00,2,f,4,a3Piu
1320,1.14E+04,105,52,-1.00E+00,3,f,4,a3Piu
1321,1.12E+04,107,53,-1.00E+00,1,e,4,a3Piu
1322,1.13E+04,107,53,-1.00E+00,2,e,4,a3Piu
1323,1.15E+04,107,53,-1.00E+00,3,e,4,a3Piu
1324,1.13E+04,109,54,-1.00E+00,1,f,4,a3Piu
1325,1.15E+04,109,54,-1.00E+00,2,f,4,a3Piu
1326,1.17E+04,109,54,-1.00E+00,3,f,4,a3Piu
1327,1.15E+04,111,55,-1.00E+00,1,e,4,a3Piu
1328,1.17E+04,111,55,-1.00E+00,2,e,4,a3Piu
1329,1.19E+04,111,55,-1.00E+00,3,e,4,a3Piu
1330,1.17E+04,113,56,-1.00E+00,1,f,4,a3Piu
1331,1.19E+04,113,56,-1.00E+00,2,f,4,a3Piu
1332,1.20E+04,113,56,-1.00E+00,3,f,4,a3Piu
1333,1.19E+04,115,57,-1.00E+00,1,e,4,a3Piu
1334,1.20E+04,115,57,-1.00E+00,2,e,4,a3Piu
1335,1.22E+04,115,57,-1.00E+00,3,e,4,a3Piu
1336,1.20E+04,117,58,-1.00E+00,1,f,4,a3Piu
1337,1.22E+04,117,58,-1.00E+00,2,f,4,a3Piu
1338,1.24E+04,117,58,-1.00E+00,3,f,4,a3Piu
1339,1.22E+04,119,59,-1.00E+00,1,e,4,a3Piu
1340,1.24E+04,119,59,-1.00E+00,2,e,4,a3Piu
1341,1.26E+04,119,59,-1.00E+00,3,e,4,a3Piu
1342,1.24E+04,121,60,-1.00E+00,1,f,4,a3Piu
1343,1.26E+04,121,60,-1.00E+00,2,f,4,a3Piu
1344,1.27E+04,121,60,-1.00E+00,3,f,4,a3Piu
1345,1.26E+04,123,61,-1.00E+00,1,e,4,a3Piu
1346,1.27E+04,123,61,-1.00E+00,2,e,4,a3Piu
1347,1.29E+04,123,61,-1.00E+00,3,e,4,a3Piu
1348,1.27E+04,125,62,-1.00E+00,1,f,4,a3Piu
1349,1.29E+04,125,62,-1.00E+00,2,f,4,a3Piu
1350,1.31E+04,125,62,-1.00E+00,3,f,4,a3Piu
1351,1.29E+04,127,63,-1.00E+00,1,e,4,a3Piu
1352,1.31E+04,127,63,-1.00E+00,2,e,4,a3Piu
1353,1.33E+04,127,63,-1.00E+00,3,e,4,a3Piu
1354,1.31E+04,129,64,-1.00E+00,1,f,4,a3Piu
1355,1.33E+04,129,64,-1.00E+00,2,f,4,a3Piu
1356,1.35E+04,129,64,-1.00E+00,3,f,4,a3Piu
1357,1.33E+04,131,65,-1.00E+00,1,e,4,a3Piu
1358,1.35E+04,131,65,-1.00E+00,2,e,4,a3Piu
1359,1.37E+04,131,65,-1.00E+00,3,e,4,a3Piu
1360,1.35E+04,133,66,-1.00E+00,1,f,4,a3Piu
1361,1.37E+04,133,66,-1.00E+00,2,f,4,a3Piu
1362,1.39E+04,133,66,-1.00E+00,3,f,4,a3Piu
1363,1.37E+04,135,67,-1.00E+00,1,e,4,a3Piu
1364,1.39E+04,135,67,-1.00E+00,2,e,4,a3Piu
1365,1.41E+04,135,67,-1.00E+00,3,e,4,a3Piu
1366,1.39E+04,137,68,-1.00E+00,1,f,4,a3Piu
1367,1.41E+04,137,68,-1.00E+00,2,f,4,a3Piu
1368,1.43E+04,137,68,-1.00E+00,3,f,4,a3Piu
1369,1.41E+04,139,69,-1.00E+00,1,e,4,a3Piu
1370,1.43E+04,139,69,-1.00E+00,2,e,4,a3Piu
1371,1.45E+04,139,69,-1.00E+00,3,e,4,a3Piu
1372,1.43E+04,141,70,-1.00E+00,1,f,4,a3Piu
1373,1.45E+04,141,70,-1.00E+00,2,f,4,a3Piu
1374,1.47E+04,141,70,-1.00E+00,3,f,4,a3Piu
1375,1.45E+04,143,71,-1.00E+00,1,e,4,a3Piu
1376,1.47E+04,143,71,-1.00E+00,2,e,4,a3Piu
1377,1.50E+04,143,71,-1.00E+00,3,e,4,a3Piu
1378,1.47E+04,145,72,-1.00E+00,1,f,4,a3Piu
1379,1.50E+04,145,72,-1.00E+00,2,f,4,a3Piu
1380,1.52E+04,145,72,-1.00E+00,3,f,4,a3Piu
1381,1.50E+04,147,73,-1.00E+00,1,e,4,a3Piu
1382,1.52E+04,147,73,-1.00E+00,2,e,4,a3Piu
1383,1.54E+04,147,73,-1.00E+00,3,e,4,a3Piu
1384,1.52E+04,149,74,-1.00E+00,1,f,4,a3Piu
1385,1.54E+04,149,74,-1.00E+00,2,f,4,a3Piu
1386,1.56E+04,149,74,-1.00E+00,3,f,4,a3Piu
1387,1.54E+04,151,75,-1.00E+00,1,e,4,a3Piu
1388,1.56E+04,151,75,-1.00E+00,2,e,4,a3Piu
1389,1.58E+04,151,75,-1.00E+00,3,e,4,a3Piu
1390,1.56E+04,153,76,-1.00E+00,1,f,4,a3Piu
1391,1.58E+04,153,76,-1.00E+00,2,f,4,a3Piu
1392,1.61E+04,153,76,-1.00E+00,3,f,4,a3Piu
1393,1.58E+04,155,77,-1.00E+00,1,e,4,a3Piu
1394,1.61E+04,155,77,-1.00E+00,2,e,4,a3Piu
1395,1.63E+04,155,77,-1.00E+00,3,e,4,a3Piu
1396,1.61E+04,157,78,-1.00E+00,1,f,4,a3Piu
1397,1.63E+04,157,78,-1.00E+00,2,f,4,a3Piu
1398,1.65E+04,157,78,-1.00E+00,3,f,4,a3Piu
1399,1.63E+04,159,79,-1.00E+00,1,e,4,a3Piu
1400,1.65E+04,159,79,-1.00E+00,2,e,4,a3Piu
1401,1.68E+04,159,79,-1.00E+00,3,e,4,a3Piu
1402,1.65E+04,161,80,-1.00E+00,1,f,4,a3Piu
1403,1.68E+04,161,80,-1.00E+00,2,f,4,a3Piu
1404,1.70E+04,161,80,-1.00E+00,3,f,4,a3Piu
1405,1.68E+04,163,81,-1.00E+00,1,e,4,a3Piu
1406,1.70E+04,163,81,-1.00E+00,2,e,4,a3Piu
1407,1.73E+04,163,81,-1.00E+00,3,e,4,a3Piu
1408,1.70E+04,165,82,-1.00E+00,1,f,4,a3Piu
1409,1.73E+04,165,82,-1.00E+00,2,f,4,a3Piu
1410,1.75E+04,165,82,-1.00E+00,3,f,4,a3Piu
1411,1.73E+04,167,83,-1.00E+00,1,e,4,a3Piu
1412,1.75E+04,167,83,-1.00E+00,2,e,4,a3Piu
1413,1.77E+04,167,83,-1.00E+00,3,e,4,a3Piu
1414,1.75E+04,169,84,-1.00E+00,1,f,4,a3Piu
1415,1.77E+04,169,84,-1.00E+00,2,f,4,a3Piu
1416,1.80E+04,169,84,-1.00E+00,3,f,4,a3Piu
1417,1.77E+04,171,85,-1.00E+00,1,e,4,a3Piu
1418,1.80E+04,171,85,-1.00E+00,2,e,4,a3Piu
1419,1.82E+04,171,85,-1.00E+00,3,e,4,a3Piu
1420,1.80E+04,173,86,-1.00E+00,1,f,4,a3Piu
1421,1.82E+04,173,86,-1.00E+00,2,f,4,a3Piu
1422,1.85E+04,173,86,-1.00E+00,3,f,4,a3Piu
1423,1.82E+04,175,87,-1.00E+00,1,e,4,a3Piu
1424,1.85E+04,175,87,-1.00E+00,2,e,4,a3Piu
1425,1.88E+04,175,87,-1.00E+00,3,e,4,a3Piu
1426,1.85E+04,177,88,-1.00E+00,1,f,4,a3Piu
1427,1.88E+04,177,88,-1.00E+00,2,f,4,a3Piu
1428,1.90E+04,177,88,-1.00E+00,3,f,4,a3Piu
1429,1.88E+04,179,89,-1.00E+00,1,e,4,a3Piu
1430,1.90E+04,179,89,-1.00E+00,2,e,4,a3Piu
1431,1.93E+04,179,89,-1.00E+00,3,e,4,a3Piu
1432,1.90E+04,181,90,-1.00E+00,1,f,4,a3Piu
1433,1.93E+04,181,90,-1.00E+00,2,f,4,a3Piu
1434,1.95E+04,181,90,-1.00E+00,3,f,4,a3Piu
1435,1.93E+04,183,91,-1.00E+00,1,e,4,a3Piu
1436,1.95E+04,183,91,-1.00E+00,2,e,4,a3Piu
1437,1.98E+04,183,91,-1.00E+00,3,e,4,a3Piu
1438,1.95E+04,185,92,-1.00E+00,1,f,4,a3Piu
1439,1.98E+04,185,92,-1.00E+00,2,f,4,a3Piu
1440,2.01E+04,185,92,-1.00E+00,3,f,4,a3Piu
1441,1.98E+04,187,93,-1.00E+00,1,e,4,a3Piu
1442,2.01E+04,187,93,-1.00E+00,2,e,4,a3Piu
1443,2.03E+04,187,93,-1.00E+00,3,e,4,a3Piu
1444,2.01E+04,189,94,-1.00E+00,1,f,4,a3Piu
1445,2.03E+04,189,94,-1.00E+00,2,f,4,a3Piu
1446,2.06E+04,189,94,-1.00E+00,3,f,4,a3Piu
1447,2.03E+04,191,95,-1.00E+00,1,e,4,a3Piu
1448,2.06E+04,191,95,-1.00E+00,2,e,4,a3Piu
1449,2.09E+04,191,95,-1.00E+00,3,e,4,a3Piu
1450,2.06E+04,193,96,-1.00E+00,1,f,4,a3Piu
1451,2.09E+04,193,96,-1.00E+00,2,f,4,a3Piu
1452,2.12E+04,193,96,-1.00E+00,3,f,4,a3Piu
1453,2.09E+04,195,97,-1.00E+00,1,e,4,a3Piu
1454,2.12E+04,195,97,-1.00E+00,2,e,4,a3Piu
1455,2.15E+04,195,97,-1.00E+00,3,e,4,a3Piu
1456,8.49E+03,1,0,-1.00E+00,3,f,5,a3Piu
1457,8.48E+03,3,1,-1.00E+00,2,e,5,a3Piu
1458,8.49E+03,3,1,-1.00E+00,3,e,5,a3Piu
1459,8.46E+03,5,2,-1.00E+00,1,f,5,a3Piu
1460,8.48E+03,5,2,-1.00E+00,2,f,5,a3Piu
1461,8.50E+03,5,2,-1.00E+00,3,f,5,a3Piu
1462,8.47E+03,7,3,-1.00E+00,1,e,5,a3Piu
1463,8.49E+03,7,3,-1.00E+00,2,e,5,a3Piu
1464,8.51E+03,7,3,-1.00E+00,3,e,5,a3Piu
1465,8.48E+03,9,4,-1.00E+00,1,f,5,a3Piu
1466,8.50E+03,9,4,-1.00E+00,2,f,5,a3Piu
1467,8.53E+03,9,4,-1.00E+00,3,f,5,a3Piu
1468,8.49E+03,11,5,-1.00E+00,1,e,5,a3Piu
1469,8.52E+03,11,5,-1.00E+00,2,e,5,a3Piu
1470,8.54E+03,11,5,-1.00E+00,3,e,5,a3Piu
1471,8.51E+03,13,6,-1.00E+00,1,f,5,a3Piu
1472,8.54E+03,13,6,-1.00E+00,2,f,5,a3Piu
1473,8.56E+03,13,6,-1.00E+00,3,f,5,a3Piu
1474,8.53E+03,15,7,-1.00E+00,1,e,5,a3Piu
1475,8.56E+03,15,7,-1.00E+00,2,e,5,a3Piu
1476,8.59E+03,15,7,-1.00E+00,3,e,5,a3Piu
1477,8.55E+03,17,8,-1.00E+00,1,f,5,a3Piu
1478,8.58E+03,17,8,-1.00E+00,2,f,5,a3Piu
1479,8.61E+03,17,8,-1.00E+00,3,f,5,a3Piu
1480,8.58E+03,19,9,-1.00E+00,1,e,5,a3Piu
1481,8.61E+03,19,9,-1.00E+00,2,e,5,a3Piu
1482,8.64E+03,19,9,-1.00E+00,3,e,5,a3Piu
1483,8.60E+03,21,10,-1.00E+00,1,f,5,a3Piu
1484,8.64E+03,21,10,-1.00E+00,2,f,5,a3Piu
1485,8.68E+03,21,10,-1.00E+00,3,f,5,a3Piu
1486,8.64E+03,23,11,-1.00E+00,1,e,5,a3Piu
1487,8.67E+03,23,11,-1.00E+00,2,e,5,a3Piu
1488,8.71E+03,23,11,-1.00E+00,3,e,5,a3Piu
1489,8.67E+03,25,12,-1.00E+00,1,f,5,a3Piu
1490,8.71E+03,25,12,-1.00E+00,2,f,5,a3Piu
1491,8.75E+03,25,12,-1.00E+00,3,f,5,a3Piu
1492,8.71E+03,27,13,-1.00E+00,1,e,5,a3Piu
1493,8.75E+03,27,13,-1.00E+00,2,e,5,a3Piu
1494,8.80E+03,27,13,-1.00E+00,3,e,5,a3Piu
1495,8.75E+03,29,14,-1.00E+00,1,f,5,a3Piu
1496,8.79E+03,29,14,-1.00E+00,2,f,5,a3Piu
1497,8.84E+03,29,14,-1.00E+00,3,f,5,a3Piu
1498,8.79E+03,31,15,-1.00E+00,1,e,5,a3Piu
1499,8.84E+03,31,15,-1.00E+00,2,e,5,a3Piu
1500,8.89E+03,31,15,-1.00E+00,3,e,5,a3Piu
1501,8.84E+03,33,16,-1.00E+00,1,f,5,a3Piu
1502,8.89E+03,33,16,-1.00E+00,2,f,5,a3Piu
1503,8.94E+03,33,16,-1.00E+00,3,f,5,a3Piu
1504,8.89E+03,35,17,-1.00E+00,1,e,5,a3Piu
1505,8.94E+03,35,17,-1.00E+00,2,e,5,a3Piu
1506,9.00E+03,35,17,-1.00E+00,3,e,5,a3Piu
1507,8.94E+03,37,18,-1.00E+00,1,f,5,a3Piu
1508,9.00E+03,37,18,-1.00E+00,2,f,5,a3Piu
1509,9.06E+03,37,18,-1.00E+00,3,f,5,a3Piu
1510,8.99E+03,39,19,-1.00E+00,1,e,5,a3Piu
1511,9.05E+03,39,19,-1.00E+00,2,e,5,a3Piu
1512,9.12E+03,39,19,-1.00E+00,3,e,5,a3Piu
1513,9.05E+03,41,20,-1.00E+00,1,f,5,a3Piu
1514,9.12E+03,41,20,-1.00E+00,2,f,5,a3Piu
1515,9.18E+03,41,20,-1.00E+00,3,f,5,a3Piu
1516,9.11E+03,43,21,-1.00E+00,1,e,5,a3Piu
1517,9.18E+03,43,21,-1.00E+00,2,e,5,a3Piu
1518,9.25E+03,43,21,-1.00E+00,3,e,5,a3Piu
1519,9.18E+03,45,22,-1.00E+00,1,f,5,a3Piu
1520,9.25E+03,45,22,-1.00E+00,2,f,5,a3Piu
1521,9.32E+03,45,22,-1.00E+00,3,f,5,a3Piu
1522,9.25E+03,47,23,-1.00E+00,1,e,5,a3Piu
1523,9.32E+03,47,23,-1.00E+00,2,e,5,a3Piu
1524,9.39E+03,47,23,-1.00E+00,3,e,5,a3Piu
1525,9.32E+03,49,24,-1.00E+00,1,f,5,a3Piu
1526,9.39E+03,49,24,-1.00E+00,2,f,5,a3Piu
1527,9.47E+03,49,24,-1.00E+00,3,f,5,a3Piu
1528,9.39E+03,51,25,-1.00E+00,1,e,5,a3Piu
