id,energy,na,na,lifetime,na,na,na,na
2331,1.29E+04,3,1,-1.00E+00,3,e,8,a3Piu
2332,1.29E+04,5,2,-1.00E+00,1,f,8,a3Piu
2333,1.29E+04,5,2,-1.00E+00,2,f,8,a3Piu
2334,1.29E+04,5,2,-1.00E+00,3,f,8,a3Piu
2335,1.29E+04,7,3,-1.00E+00,1,e,8,a3Piu
2336,1.29E+04,7,3,-1.00E+00,2,e,8,a3Piu
2337,1.29E+04,7,3,-1.00E+00,3,e,8,a3Piu
2338,1.29E+04,9,4,-1.00E+00,1,f,8,a3Piu
2339,1.29E+04,9,4,-1.00E+00,2,f,8,a3Piu
2340,1.30E+04,9,4,-1.00E+00,3,f,8,a3Piu
2341,1.29E+04,11,5,-1.00E+00,1,e,8,a3Piu
2342,1.30E+04,11,5,-1.00E+00,2,e,8,a3Piu
2343,1.30E+04,11,5,-1.00E+00,3,e,8,a3Piu
2344,1.29E+04,13,6,-1.00E+00,1,f,8,a3Piu
2345,1.30E+04,13,6,-1.00E+00,2,f,8,a3Piu
2346,1.30E+04,13,6,-1.00E+00,3,f,8,a3Piu
2347,1.30E+04,15,7,-1.00E+00,1,e,8,a3Piu
2348,1.30E+04,15,7,-1.00E+00,2,e,8,a3Piu
2349,1.30E+04,15,7,-1.00E+00,3,e,8,a3Piu
2350,1.30E+04,17,8,-1.00E+00,1,f,8,a3Piu
2351,1.30E+04,17,8,-1.00E+00,2,f,8,a3Piu
2352,1.30E+04,17,8,-1.00E+00,3,f,8,a3Piu
2353,1.30E+04,19,9,-1.00E+00,1,e,8,a3Piu
2354,1.30E+04,19,9,-1.00E+00,2,e,8,a3Piu
2355,1.31E+04,19,9,-1.00E+00,3,e,8,a3Piu
2356,1.30E+04,21,10,-1.00E+00,1,f,8,a3Piu
2357,1.31E+04,21,10,-1.00E+00,2,f,8,a3Piu
2358,1.31E+04,21,10,-1.00E+00,3,f,8,a3Piu
2359,1.31E+04,23,11,-1.00E+00,1,e,8,a3Piu
2360,1.31E+04,23,11,-1.00E+00,2,e,8,a3Piu
2361,1.31E+04,23,11,-1.00E+00,3,e,8,a3Piu
2362,1.31E+04,25,12,-1.00E+00,1,f,8,a3Piu
2363,1.31E+04,25,12,-1.00E+00,2,f,8,a3Piu
2364,1.32E+04,25,12,-1.00E+00,3,f,8,a3Piu
2365,1.31E+04,27,13,-1.00E+00,1,e,8,a3Piu
2366,1.32E+04,27,13,-1.00E+00,2,e,8,a3Piu
2367,1.32E+04,27,13,-1.00E+00,3,e,8,a3Piu
2368,1.32E+04,29,14,-1.00E+00,1,f,8,a3Piu
2369,1.32E+04,29,14,-1.00E+00,2,f,8,a3Piu
2370,1.33E+04,29,14,-1.00E+00,3,f,8,a3Piu
2371,1.32E+04,31,15,-1.00E+00,1,e,8,a3Piu
2372,1.33E+04,31,15,-1.00E+00,2,e,8,a3Piu
2373,1.33E+04,31,15,-1.00E+00,3,e,8,a3Piu
2374,1.33E+04,33,16,-1.00E+00,1,f,8,a3Piu
2375,1.33E+04,33,16,-1.00E+00,2,f,8,a3Piu
2376,1.34E+04,33,16,-1.00E+00,3,f,8,a3Piu
2377,1.33E+04,35,17,-1.00E+00,1,e,8,a3Piu
2378,1.34E+04,35,17,-1.00E+00,2,e,8,a3Piu
2379,1.34E+04,35,17,-1.00E+00,3,e,8,a3Piu
2380,1.34E+04,37,18,-1.00E+00,1,f,8,a3Piu
2381,1.34E+04,37,18,-1.00E+00,2,f,8,a3Piu
2382,1.35E+04,37,18,-1.00E+00,3,f,8,a3Piu
2383,1.34E+04,39,19,-1.00E+00,1,e,8,a3Piu
2384,1.35E+04,39,19,-1.00E+00,2,e,8,a3Piu
2385,1.35E+04,39,19,-1.00E+00,3,e,8,a3Piu
2386,1.35E+04,41,20,-1.00E+00,1,f,8,a3Piu
2387,1.35E+04,41,20,-1.00E+00,2,f,8,a3Piu
2388,1.36E+04,41,20,-1.00E+00,3,f,8,a3Piu
2389,1.35E+04,43,21,-1.00E+00,1,e,8,a3Piu
2390,1.36E+04,43,21,-1.00E+00,2,e,8,a3Piu
2391,1.37E+04,43,21,-1.00E+00,3,e,8,a3Piu
2392,1.36E+04,45,22,-1.00E+00,1,f,8,a3Piu
2393,1.37E+04,45,22,-1.00E+00,2,f,8,a3Piu
2394,1.37E+04,45,22,-1.00E+00,3,f,8,a3Piu
2395,1.37E+04,47,23,-1.00E+00,1,e,8,a3Piu
2396,1.37E+04,47,23,-1.00E+00,2,e,8,a3Piu
2397,1.38E+04,47,23,-1.00E+00,3,e,8,a3Piu
2398,1.37E+04,49,24,-1.00E+00,1,f,8,a3Piu
2399,1.38E+04,49,24,-1.00E+00,2,f,8,a3Piu
2400,1.39E+04,49,24,-1.00E+00,3,f,8,a3Piu
2401,1.38E+04,51,25,-1.00E+00,1,e,8,a3Piu
2402,1.39E+04,51,25,-1.00E+00,2,e,8,a3Piu
2403,1.39E+04,51,25,-1.00E+00,3,e,8,a3Piu
2404,1.39E+04,53,26,-1.00E+00,1,f,8,a3Piu
2405,1.39E+04,53,26,-1.00E+00,2,f,8,a3Piu
2406,1.40E+04,53,26,-1.00E+00,3,f,8,a3Piu
2407,1.39E+04,55,27,-1.00E+00,1,e,8,a3Piu
2408,1.40E+04,55,27,-1.00E+00,2,e,8,a3Piu
2409,1.41E+04,55,27,-1.00E+00,3,e,8,a3Piu
2410,1.40E+04,57,28,-1.00E+00,1,f,8,a3Piu
2411,1.41E+04,57,28,-1.00E+00,2,f,8,a3Piu
2412,1.42E+04,57,28,-1.00E+00,3,f,8,a3Piu
2413,1.41E+04,59,29,-1.00E+00,1,e,8,a3Piu
2414,1.42E+04,59,29,-1.00E+00,2,e,8,a3Piu
2415,1.43E+04,59,29,-1.00E+00,3,e,8,a3Piu
2416,1.42E+04,61,30,-1.00E+00,1,f,8,a3Piu
2417,1.43E+04,61,30,-1.00E+00,2,f,8,a3Piu
2418,1.44E+04,61,30,-1.00E+00,3,f,8,a3Piu
2419,1.43E+04,63,31,-1.00E+00,1,e,8,a3Piu
2420,1.44E+04,63,31,-1.00E+00,2,e,8,a3Piu
2421,1.45E+04,63,31,-1.00E+00,3,e,8,a3Piu
2422,1.44E+04,65,32,-1.00E+00,1,f,8,a3Piu
2423,1.45E+04,65,32,-1.00E+00,2,f,8,a3Piu
2424,1.46E+04,65,32,-1.00E+00,3,f,8,a3Piu
2425,1.45E+04,67,33,-1.00E+00,1,e,8,a3Piu
2426,1.46E+04,67,33,-1.00E+00,2,e,8,a3Piu
2427,1.47E+04,67,33,-1.00E+00,3,e,8,a3Piu
2428,1.46E+04,69,34,-1.00E+00,1,f,8,a3Piu
2429,1.47E+04,69,34,-1.00E+00,2,f,8,a3Piu
2430,1.48E+04,69,34,-1.00E+00,3,f,8,a3Piu
2431,1.47E+04,71,35,-1.00E+00,1,e,8,a3Piu
2432,1.48E+04,71,35,-1.00E+00,2,e,8,a3Piu
2433,1.49E+04,71,35,-1.00E+00,3,e,8,a3Piu
2434,1.48E+04,73,36,-1.00E+00,1,f,8,a3Piu
2435,1.49E+04,73,36,-1.00E+00,2,f,8,a3Piu
2436,1.50E+04,73,36,-1.00E+00,3,f,8,a3Piu
2437,1.49E+04,75,37,-1.00E+00,1,e,8,a3Piu
2438,1.50E+04,75,37,-1.00E+00,2,e,8,a3Piu
2439,1.51E+04,75,37,-1.00E+00,3,e,8,a3Piu
2440,1.50E+04,77,38,-1.00E+00,1,f,8,a3Piu
2441,1.51E+04,77,38,-1.00E+00,2,f,8,a3Piu
2442,1.52E+04,77,38,-1.00E+00,3,f,8,a3Piu
2443,1.51E+04,79,39,-1.00E+00,1,e,8,a3Piu
2444,1.52E+04,79,39,-1.00E+00,2,e,8,a3Piu
2445,1.53E+04,79,39,-1.00E+00,3,e,8,a3Piu
2446,1.52E+04,81,40,-1.00E+00,1,f,8,a3Piu
2447,1.53E+04,81,40,-1.00E+00,2,f,8,a3Piu
2448,1.55E+04,81,40,-1.00E+00,3,f,8,a3Piu
2449,1.53E+04,83,41,-1.00E+00,1,e,8,a3Piu
2450,1.55E+04,83,41,-1.00E+00,2,e,8,a3Piu
2451,1.56E+04,83,41,-1.00E+00,3,e,8,a3Piu
2452,1.54E+04,85,42,-1.00E+00,1,f,8,a3Piu
2453,1.56E+04,85,42,-1.00E+00,2,f,8,a3Piu
2454,1.57E+04,85,42,-1.00E+00,3,f,8,a3Piu
2455,1.56E+04,87,43,-1.00E+00,1,e,8,a3Piu
2456,1.57E+04,87,43,-1.00E+00,2,e,8,a3Piu
2457,1.58E+04,87,43,-1.00E+00,3,e,8,a3Piu
2458,1.57E+04,89,44,-1.00E+00,1,f,8,a3Piu
2459,1.58E+04,89,44,-1.00E+00,2,f,8,a3Piu
2460,1.60E+04,89,44,-1.00E+00,3,f,8,a3Piu
2461,1.58E+04,91,45,-1.00E+00,1,e,8,a3Piu
2462,1.60E+04,91,45,-1.00E+00,2,e,8,a3Piu
2463,1.61E+04,91,45,-1.00E+00,3,e,8,a3Piu
2464,1.60E+04,93,46,-1.00E+00,1,f,8,a3Piu
2465,1.61E+04,93,46,-1.00E+00,2,f,8,a3Piu
2466,1.62E+04,93,46,-1.00E+00,3,f,8,a3Piu
2467,1.61E+04,95,47,-1.00E+00,1,e,8,a3Piu
2468,1.62E+04,95,47,-1.00E+00,2,e,8,a3Piu
2469,1.64E+04,95,47,-1.00E+00,3,e,8,a3Piu
2470,1.62E+04,97,48,-1.00E+00,1,f,8,a3Piu
2471,1.64E+04,97,48,-1.00E+00,2,f,8,a3Piu
2472,1.65E+04,97,48,-1.00E+00,3,f,8,a3Piu
2473,1.64E+04,99,49,-1.00E+00,1,e,8,a3Piu
2474,1.65E+04,99,49,-1.00E+00,2,e,8,a3Piu
2475,1.67E+04,99,49,-1.00E+00,3,e,8,a3Piu
2476,1.65E+04,101,50,-1.00E+00,1,f,8,a3Piu
2477,1.67E+04,101,50,-1.00E+00,2,f,8,a3Piu
2478,1.68E+04,101,50,-1.00E+00,3,f,8,a3Piu
2479,1.67E+04,103,51,-1.00E+00,1,e,8,a3Piu
2480,1.68E+04,103,51,-1.00E+00,2,e,8,a3Piu
2481,1.70E+04,103,51,-1.00E+00,3,e,8,a3Piu
2482,1.68E+04,105,52,-1.00E+00,1,f,8,a3Piu
2483,1.70E+04,105,52,-1.00E+00,2,f,8,a3Piu
2484,1.71E+04,105,52,-1.00E+00,3,f,8,a3Piu
2485,1.70E+04,107,53,-1.00E+00,1,e,8,a3Piu
2486,1.71E+04,107,53,-1.00E+00,2,e,8,a3Piu
2487,1.73E+04,107,53,-1.00E+00,3,e,8,a3Piu
2488,1.71E+04,109,54,-1.00E+00,1,f,8,a3Piu
2489,1.73E+04,109,54,-1.00E+00,2,f,8,a3Piu
2490,1.74E+04,109,54,-1.00E+00,3,f,8,a3Piu
2491,1.73E+04,111,55,-1.00E+00,1,e,8,a3Piu
2492,1.74E+04,111,55,-1.00E+00,2,e,8,a3Piu
2493,1.76E+04,111,55,-1.00E+00,3,e,8,a3Piu
2494,1.74E+04,113,56,-1.00E+00,1,f,8,a3Piu
2495,1.76E+04,113,56,-1.00E+00,2,f,8,a3Piu
2496,1.78E+04,113,56,-1.00E+00,3,f,8,a3Piu
2497,1.76E+04,115,57,-1.00E+00,1,e,8,a3Piu
2498,1.78E+04,115,57,-1.00E+00,2,e,8,a3Piu
2499,1.79E+04,115,57,-1.00E+00,3,e,8,a3Piu
2500,1.78E+04,117,58,-1.00E+00,1,f,8,a3Piu
2501,1.79E+04,117,58,-1.00E+00,2,f,8,a3Piu
2502,1.81E+04,117,58,-1.00E+00,3,f,8,a3Piu
2503,1.79E+04,119,59,-1.00E+00,1,e,8,a3Piu
2504,1.81E+04,119,59,-1.00E+00,2,e,8,a3Piu
2505,1.83E+04,119,59,-1.00E+00,3,e,8,a3Piu
2506,1.81E+04,121,60,-1.00E+00,1,f,8,a3Piu
2507,1.83E+04,121,60,-1.00E+00,2,f,8,a3Piu
2508,1.85E+04,121,60,-1.00E+00,3,f,8,a3Piu
2509,1.83E+04,123,61,-1.00E+00,1,e,8,a3Piu
2510,1.85E+04,123,61,-1.00E+00,2,e,8,a3Piu
2511,1.86E+04,123,61,-1.00E+00,3,e,8,a3Piu
2512,1.85E+04,125,62,-1.00E+00,1,f,8,a3Piu
2513,1.86E+04,125,62,-1.00E+00,2,f,8,a3Piu
2514,1.88E+04,125,62,-1.00E+00,3,f,8,a3Piu
2515,1.86E+04,127,63,-1.00E+00,1,e,8,a3Piu
2516,1.88E+04,127,63,-1.00E+00,2,e,8,a3Piu
2517,1.90E+04,127,63,-1.00E+00,3,e,8,a3Piu
2518,1.88E+04,129,64,-1.00E+00,1,f,8,a3Piu
2519,1.90E+04,129,64,-1.00E+00,2,f,8,a3Piu
2520,1.92E+04,129,64,-1.00E+00,3,f,8,a3Piu
2521,1.90E+04,131,65,-1.00E+00,1,e,8,a3Piu
2522,1.92E+04,131,65,-1.00E+00,2,e,8,a3Piu
2523,1.94E+04,131,65,-1.00E+00,3,e,8,a3Piu
2524,1.92E+04,133,66,-1.00E+00,1,f,8,a3Piu
2525,1.94E+04,133,66,-1.00E+00,2,f,8,a3Piu
2526,1.96E+04,133,66,-1.00E+00,3,f,8,a3Piu
2527,1.94E+04,135,67,-1.00E+00,1,e,8,a3Piu
2528,1.96E+04,135,67,-1.00E+00,2,e,8,a3Piu
2529,1.98E+04,135,67,-1.00E+00,3,e,8,a3Piu
2530,1.96E+04,137,68,-1.00E+00,1,f,8,a3Piu
2531,1.98E+04,137,68,-1.00E+00,2,f,8,a3Piu
2532,2.00E+04,137,68,-1.00E+00,3,f,8,a3Piu
2533,1.98E+04,139,69,-1.00E+00,1,e,8,a3Piu
2534,2.00E+04,139,69,-1.00E+00,2,e,8,a3Piu
2535,2.02E+04,139,69,-1.00E+00,3,e,8,a3Piu
2536,2.00E+04,141,70,-1.00E+00,1,f,8,a3Piu
2537,2.02E+04,141,70,-1.00E+00,2,f,8,a3Piu
2538,2.04E+04,141,70,-1.00E+00,3,f,8,a3Piu
2539,2.02E+04,143,71,-1.00E+00,1,e,8,a3Piu
2540,2.04E+04,143,71,-1.00E+00,2,e,8,a3Piu
2541,2.06E+04,143,71,-1.00E+00,3,e,8,a3Piu
2542,2.04E+04,145,72,-1.00E+00,1,f,8,a3Piu
2543,2.06E+04,145,72,-1.00E+00,2,f,8,a3Piu
2544,2.08E+04,145,72,-1.00E+00,3,f,8,a3Piu
2545,2.06E+04,147,73,-1.00E+00,1,e,8,a3Piu
2546,2.08E+04,147,73,-1.00E+00,2,e,8,a3Piu
2547,2.10E+04,147,73,-1.00E+00,3,e,8,a3Piu
2548,2.08E+04,149,74,-1.00E+00,1,f,8,a3Piu
2549,2.10E+04,149,74,-1.00E+00,2,f,8,a3Piu
2550,2.12E+04,149,74,-1.00E+00,3,f,8,a3Piu
2551,2.10E+04,151,75,-1.00E+00,1,e,8,a3Piu
2552,2.12E+04,151,75,-1.00E+00,2,e,8,a3Piu
2553,2.14E+04,151,75,-1.00E+00,3,e,8,a3Piu
2554,2.12E+04,153,76,-1.00E+00,1,f,8,a3Piu
2555,2.14E+04,153,76,-1.00E+00,2,f,8,a3Piu
2556,2.16E+04,153,76,-1.00E+00,3,f,8,a3Piu
2557,2.14E+04,155,77,-1.00E+00,1,e,8,a3Piu
2558,2.16E+04,155,77,-1.00E+00,2,e,8,a3Piu
2559,2.19E+04,155,77,-1.00E+00,3,e,8,a3Piu
2560,2.16E+04,157,78,-1.00E+00,1,f,8,a3Piu
2561,2.19E+04,157,78,-1.00E+00,2,f,8,a3Piu
2562,2.21E+04,157,78,-1.00E+00,3,f,8,a3Piu
2563,2.19E+04,159,79,-1.00E+00,1,e,8,a3Piu
2564,2.21E+04,159,79,-1.00E+00,2,e,8,a3Piu
2565,2.23E+04,159,79,-1.00E+00,3,e,8,a3Piu
2566,2.21E+04,161,80,-1.00E+00,1,f,8,a3Piu
2567,2.23E+04,161,80,-1.00E+00,2,f,8,a3Piu
2568,2.26E+04,161,80,-1.00E+00,3,f,8,a3Piu
2569,2.23E+04,163,81,-1.00E+00,1,e,8,a3Piu
2570,2.26E+04,163,81,-1.00E+00,2,e,8,a3Piu
2571,2.28E+04,163,81,-1.00E+00,3,e,8,a3Piu
2572,2.25E+04,165,82,-1.00E+00,1,f,8,a3Piu
2573,2.28E+04,165,82,-1.00E+00,2,f,8,a3Piu
2574,2.30E+04,165,82,-1.00E+00,3,f,8,a3Piu
2575,2.28E+04,167,83,-1.00E+00,1,e,8,a3Piu
2576,2.30E+04,167,83,-1.00E+00,2,e,8,a3Piu
2577,2.33E+04,167,83,-1.00E+00,3,e,8,a3Piu
2578,2.30E+04,169,84,-1.00E+00,1,f,8,a3Piu
2579,2.33E+04,169,84,-1.00E+00,2,f,8,a3Piu
2580,2.35E+04,169,84,-1.00E+00,3,f,8,a3Piu
2581,2.33E+04,171,85,-1.00E+00,1,e,8,a3Piu
2582,2.35E+04,171,85,-1.00E+00,2,e,8,a3Piu
2583,2.38E+04,171,85,-1.00E+00,3,e,8,a3Piu
2584,2.35E+04,173,86,-1.00E+00,1,f,8,a3Piu
2585,2.38E+04,173,86,-1.00E+00,2,f,8,a3Piu
2586,2.40E+04,173,86,-1.00E+00,3,f,8,a3Piu
2587,2.38E+04,175,87,-1.00E+00,1,e,8,a3Piu
2588,2.40E+04,175,87,-1.00E+00,2,e,8,a3Piu
2589,2.42E+04,175,87,-1.00E+00,3,e,8,a3Piu
2590,2.40E+04,177,88,-1.00E+00,1,f,8,a3Piu
2591,2.42E+04,177,88,-1.00E+00,2,f,8,a3Piu
2592,2.45E+04,177,88,-1.00E+00,3,f,8,a3Piu
2593,2.42E+04,179,89,-1.00E+00,1,e,8,a3Piu
2594,2.45E+04,179,89,-1.00E+00,2,e,8,a3Piu
2595,2.47E+04,179,89,-1.00E+00,3,e,8,a3Piu
2596,2.45E+04,181,90,-1.00E+00,1,f,8,a3Piu
2597,2.47E+04,181,90,-1.00E+00,2,f,8,a3Piu
2598,2.50E+04,181,90,-1.00E+00,3,f,8,a3Piu
2599,2.47E+04,183,91,-1.00E+00,1,e,8,a3Piu
2600,2.50E+04,183,91,-1.00E+00,2,e,8,a3Piu
2601,2.53E+04,183,91,-1.00E+00,3,e,8,a3Piu
2602,2.50E+04,185,92,-1.00E+00,1,f,8,a3Piu
2603,2.53E+04,185,92,-1.00E+00,2,f,8,a3Piu
2604,2.55E+04,185,92,-1.00E+00,3,f,8,a3Piu
2605,2.53E+04,187,93,-1.00E+00,1,e,8,a3Piu
2606,2.55E+04,187,93,-1.00E+00,2,e,8,a3Piu
2607,2.58E+04,187,93,-1.00E+00,3,e,8,a3Piu
2608,2.55E+04,189,94,-1.00E+00,1,f,8,a3Piu
2609,2.58E+04,189,94,-1.00E+00,2,f,8,a3Piu
2610,2.60E+04,189,94,-1.00E+00,3,f,8,a3Piu
2611,2.58E+04,191,95,-1.00E+00,1,e,8,a3Piu
2612,2.60E+04,191,95,-1.00E+00,2,e,8,a3Piu
2613,2.63E+04,191,95,-1.00E+00,3,e,8,a3Piu
2614,2.60E+04,193,96,-1.00E+00,1,f,8,a3Piu
2615,2.63E+04,193,96,-1.00E+00,2,f,8,a3Piu
2616,2.66E+04,193,96,-1.00E+00,3,f,8,a3Piu
2617,2.63E+04,195,97,-1.00E+00,1,e,8,a3Piu
2618,2.66E+04,195,97,-1.00E+00,2,e,8,a3Piu
2619,2.69E+04,195,97,-1.00E+00,3,e,8,a3Piu
2620,1.44E+04,1,0,-1.00E+00,3,f,9,a3Piu
2621,1.43E+04,3,1,-1.00E+00,2,e,9,a3Piu
2622,1.44E+04,3,1,-1.00E+00,3,e,9,a3Piu
2623,1.43E+04,5,2,-1.00E+00,1,f,9,a3Piu
2624,1.43E+04,5,2,-1.00E+00,2,f,9,a3Piu
2625,1.44E+04,5,2,-1.00E+00,3,f,9,a3Piu
2626,1.43E+04,7,3,-1.00E+00,1,e,9,a3Piu
2627,1.44E+04,7,3,-1.00E+00,2,e,9,a3Piu
2628,1.44E+04,7,3,-1.00E+00,3,e,9,a3Piu
2629,1.43E+04,9,4,-1.00E+00,1,f,9,a3Piu
2630,1.44E+04,9,4,-1.00E+00,2,f,9,a3Piu
2631,1.44E+04,9,4,-1.00E+00,3,f,9,a3Piu
2632,1.44E+04,11,5,-1.00E+00,1,e,9,a3Piu
2633,1.44E+04,11,5,-1.00E+00,2,e,9,a3Piu
2634,1.44E+04,11,5,-1.00E+00,3,e,9,a3Piu
2635,1.44E+04,13,6,-1.00E+00,1,f,9,a3Piu
2636,1.44E+04,13,6,-1.00E+00,2,f,9,a3Piu
2637,1.44E+04,13,6,-1.00E+00,3,f,9,a3Piu
2638,1.44E+04,15,7,-1.00E+00,1,e,9,a3Piu
2639,1.44E+04,15,7,-1.00E+00,2,e,9,a3Piu
2640,1.44E+04,15,7,-1.00E+00,3,e,9,a3Piu
2641,1.44E+04,17,8,-1.00E+00,1,f,9,a3Piu
2642,1.44E+04,17,8,-1.00E+00,2,f,9,a3Piu
2643,1.45E+04,17,8,-1.00E+00,3,f,9,a3Piu
2644,1.44E+04,19,9,-1.00E+00,1,e,9,a3Piu
2645,1.45E+04,19,9,-1.00E+00,2,e,9,a3Piu
2646,1.45E+04,19,9,-1.00E+00,3,e,9,a3Piu
2647,1.45E+04,21,10,-1.00E+00,1,f,9,a3Piu
2648,1.45E+04,21,10,-1.00E+00,2,f,9,a3Piu
2649,1.45E+04,21,10,-1.00E+00,3,f,9,a3Piu
2650,1.45E+04,23,11,-1.00E+00,1,e,9,a3Piu
2651,1.45E+04,23,11,-1.00E+00,2,e,9,a3Piu
2652,1.46E+04,23,11,-1.00E+00,3,e,9,a3Piu
2653,1.45E+04,25,12,-1.00E+00,1,f,9,a3Piu
2654,1.46E+04,25,12,-1.00E+00,2,f,9,a3Piu
2655,1.46E+04,25,12,-1.00E+00,3,f,9,a3Piu
2656,1.46E+04,27,13,-1.00E+00,1,e,9,a3Piu
2657,1.46E+04,27,13,-1.00E+00,2,e,9,a3Piu
2658,1.46E+04,27,13,-1.00E+00,3,e,9,a3Piu
2659,1.46E+04,29,14,-1.00E+00,1,f,9,a3Piu
2660,1.46E+04,29,14,-1.00E+00,2,f,9,a3Piu
2661,1.47E+04,29,14,-1.00E+00,3,f,9,a3Piu
2662,1.46E+04,31,15,-1.00E+00,1,e,9,a3Piu
2663,1.47E+04,31,15,-1.00E+00,2,e,9,a3Piu
2664,1.47E+04,31,15,-1.00E+00,3,e,9,a3Piu
2665,1.47E+04,33,16,-1.00E+00,1,f,9,a3Piu
2666,1.47E+04,33,16,-1.00E+00,2,f,9,a3Piu
2667,1.48E+04,33,16,-1.00E+00,3,f,9,a3Piu
2668,1.47E+04,35,17,-1.00E+00,1,e,9,a3Piu
2669,1.48E+04,35,17,-1.00E+00,2,e,9,a3Piu
2670,1.48E+04,35,17,-1.00E+00,3,e,9,a3Piu
2671,1.48E+04,37,18,-1.00E+00,1,f,9,a3Piu
2672,1.48E+04,37,18,-1.00E+00,2,f,9,a3Piu
2673,1.49E+04,37,18,-1.00E+00,3,f,9,a3Piu
2674,1.48E+04,39,19,-1.00E+00,1,e,9,a3Piu
2675,1.49E+04,39,19,-1.00E+00,2,e,9,a3Piu
2676,1.50E+04,39,19,-1.00E+00,3,e,9,a3Piu
2677,1.49E+04,41,20,-1.00E+00,1,f,9,a3Piu
2678,1.50E+04,41,20,-1.00E+00,2,f,9,a3Piu
2679,1.50E+04,41,20,-1.00E+00,3,f,9,a3Piu
2680,1.50E+04,43,21,-1.00E+00,1,e,9,a3Piu
2681,1.50E+04,43,21,-1.00E+00,2,e,9,a3Piu
2682,1.51E+04,43,21,-1.00E+00,3,e,9,a3Piu
2683,1.50E+04,45,22,-1.00E+00,1,f,9,a3Piu
2684,1.51E+04,45,22,-1.00E+00,2,f,9,a3Piu
2685,1.51E+04,45,22,-1.00E+00,3,f,9,a3Piu
2686,1.51E+04,47,23,-1.00E+00,1,e,9,a3Piu
2687,1.51E+04,47,23,-1.00E+00,2,e,9,a3Piu
2688,1.52E+04,47,23,-1.00E+00,3,e,9,a3Piu
2689,1.51E+04,49,24,-1.00E+00,1,f,9,a3Piu
2690,1.52E+04,49,24,-1.00E+00,2,f,9,a3Piu
2691,1.53E+04,49,24,-1.00E+00,3,f,9,a3Piu
2692,1.52E+04,51,25,-1.00E+00,1,e,9,a3Piu
2693,1.53E+04,51,25,-1.00E+00,2,e,9,a3Piu
2694,1.54E+04,51,25,-1.00E+00,3,e,9,a3Piu
2695,1.53E+04,53,26,-1.00E+00,1,f,9,a3Piu
2696,1.54E+04,53,26,-1.00E+00,2,f,9,a3Piu
2697,1.54E+04,53,26,-1.00E+00,3,f,9,a3Piu
2698,1.54E+04,55,27,-1.00E+00,1,e,9,a3Piu
2699,1.54E+04,55,27,-1.00E+00,2,e,9,a3Piu
2700,1.55E+04,55,27,-1.00E+00,3,e,9,a3Piu
2701,1.54E+04,57,28,-1.00E+00,1,f,9,a3Piu
2702,1.55E+04,57,28,-1.00E+00,2,f,9,a3Piu
2703,1.56E+04,57,28,-1.00E+00,3,f,9,a3Piu
2704,1.55E+04,59,29,-1.00E+00,1,e,9,a3Piu
2705,1.56E+04,59,29,-1.00E+00,2,e,9,a3Piu
2706,1.57E+04,59,29,-1.00E+00,3,e,9,a3Piu
2707,1.56E+04,61,30,-1.00E+00,1,f,9,a3Piu
2708,1.57E+04,61,30,-1.00E+00,2,f,9,a3Piu
2709,1.58E+04,61,30,-1.00E+00,3,f,9,a3Piu
2710,1.57E+04,63,31,-1.00E+00,1,e,9,a3Piu
2711,1.58E+04,63,31,-1.00E+00,2,e,9,a3Piu
2712,1.59E+04,63,31,-1.00E+00,3,e,9,a3Piu
2713,1.58E+04,65,32,-1.00E+00,1,f,9,a3Piu
2714,1.59E+04,65,32,-1.00E+00,2,f,9,a3Piu
2715,1.60E+04,65,32,-1.00E+00,3,f,9,a3Piu
2716,1.59E+04,67,33,-1.00E+00,1,e,9,a3Piu
2717,1.60E+04,67,33,-1.00E+00,2,e,9,a3Piu
2718,1.61E+04,67,33,-1.00E+00,3,e,9,a3Piu
2719,1.60E+04,69,34,-1.00E+00,1,f,9,a3Piu
2720,1.61E+04,69,34,-1.00E+00,2,f,9,a3Piu
2721,1.62E+04,69,34,-1.00E+00,3,f,9,a3Piu
2722,1.61E+04,71,35,-1.00E+00,1,e,9,a3Piu
2723,1.62E+04,71,35,-1.00E+00,2,e,9,a3Piu
2724,1.63E+04,71,35,-1.00E+00,3,e,9,a3Piu
2725,1.62E+04,73,36,-1.00E+00,1,f,9,a3Piu
2726,1.63E+04,73,36,-1.00E+00,2,f,9,a3Piu
2727,1.64E+04,73,36,-1.00E+00,3,f,9,a3Piu
2728,1.63E+04,75,37,-1.00E+00,1,e,9,a3Piu
2729,1.64E+04,75,37,-1.00E+00,2,e,9,a3Piu
2730,1.65E+04,75,37,-1.00E+00,3,e,9,a3Piu
2731,1.64E+04,77,38,-1.00E+00,1,f,9,a3Piu
2732,1.65E+04,77,38,-1.00E+00,2,f,9,a3Piu
2733,1.66E+04,77,38,-1.00E+00,3,f,9,a3Piu
2734,1.65E+04,79,39,-1.00E+00,1,e,9,a3Piu
2735,1.66E+04,79,39,-1.00E+00,2,e,9,a3Piu
2736,1.67E+04,79,39,-1.00E+00,3,e,9,a3Piu
2737,1.66E+04,81,40,-1.00E+00,1,f,9,a3Piu
2738,1.67E+04,81,40,-1.00E+00,2,f,9,a3Piu
2739,1.69E+04,81,40,-1.00E+00,3,f,9,a3Piu
2740,1.67E+04,83,41,-1.00E+00,1,e,9,a3Piu
2741,1.69E+04,83,41,-1.00E+00,2,e,9,a3Piu
